DOEID,Census Region,Census Division,Final sample weight,"Heating degree days in 2009, base temperature 65F","Cooling degree days in 2009, base temperature 65F","Total Site Electricity usage, in kilowatt-hours, 2009","Total Site Electricity usage, in thousand BTU, 2009","Total Natural Gas usage, in hundred cubic feet, 2009","Total Natural Gas usage, in thousand BTU, 2009","Natural Gas usage for water heating, in thousand BTU, 2009","Natural Gas usage for space heating, in thousand BTU, 2009","Natural gas usage for cooking (stoves, cooktops, and ovens), in thousand Btu, 2015","Natural gas usage for clothes dryers, in thousand Btu, 2015","Natural gas usage for swimming pool heaters, in thousand Btu, 2015","Natural gas usage for hot tub heaters, in thousand Btu, 2015","Natural gas usage for other devices and purposes not elsewhere classified, in thousand Btu, 2015","Electricity usage for space heating, main and secondary, in thousand Btu, 2015","Electricity usage for air conditioning (central systems and individual units), in thousand Btu, 2015","Electricity usage for water heating, main and secondary, in thousand Btu, 2015","Electricity usage for all refrigerators, in thousand Btu, 2015","Electricity usage for freezers, in thousand Btu, 2015","Electricity usage for cooking (stoves, cooktops, and ovens), in thousand Btu, 2015","Electricity usage for microwaves, in thousand Btu, 2015","Electricity usage for clothes washers, in thousand Btu, 2015","Electricity usage for clothes dryers, in thousand Btu, 2015","Electricity usage for dishwashers, in thousand Btu, 2015","Electricity usage for indoor and outdoor lighting, in thousand Btu, 2015","Electricity usage for all televisions and related peripherals, in thousand Btu, 2015","Electricity usage for air handlers and boiler pumps used for heating, in thousand Btu, 2015","Electricity usage for air handlers used for cooling, in thousand Btu, 2015","Electricity usage for evaporative coolers, in thousand Btu, 2015","Electricity usage for ceiling fans, in thousand Btu, 2015","Electricity usage for dehumidifiers, in thousand Btu, 2015","Electricity usage for humidifiers, in thousand Btu, 2015","Electricity usage for swimming pool pumps, in thousand Btu, 2015","Electricity usage for hot tub pumps, in thousand Btu, 2015","Electricity usage for hot tub heaters, in thousand Btu, 2015","Electricity usage for other devices and purposes not elsewhere classified, in thousand Btu, 2015"
13799,3,5,28693.41166,5497,908,13339.367,45513.92,0,0,0,0,0,0,0,0,0,4195.051,3684.66,13641.845,1098.451,1571.467,361.315,236.104,172.36,2200.014,0,1224.118,4144.24,0,0,0,987.813,2883.811,911.436,4793.623,0,0,3407.612
13800,2,3,10919.52862,6164,774,12260.501,41832.829,866.044,87131.654,21711.789,45446.312,17721.194,2252.359,0,0,0,0,5560.921,0,5362.291,1681.133,0,684.811,0,0,0,3271.642,5747.777,2633.193,292.186,0,234.582,0,1349.421,0,1754.15,6320.26,6940.461
13801,3,5,13196.33367,368,3876,15495.4,52870.305,0,0,0,0,0,0,0,0,0,2888.749,0,9483.123,929.539,0,1616.268,1196.103,354.771,4496.373,922.4,3031.948,617.135,36.359,0,0,110.115,0,0,0,0,0,27187.422
13802,2,4,21021.28871,4450,1464,1856.942,6335.888,0,0,0,0,0,0,0,0,0,0,0,0,0,2355.665,997.314,0,255.306,938.516,0,472.604,605.783,153.148,0,0,106.033,0,0,0,0,0,451.518
13803,4,10,9759.953711,1885,829,6535,22299,153.832,15845.174,10822.68,2754.212,2268.282,0,0,0,0,6082.559,2802.736,0,4417.226,0,0,340.763,27.839,581.183,129.233,2248.296,1050.019,455.096,146.221,0,0,0,0,0,0,0,4016.248
13804,3,5,30531.63387,1384,2900,11259.333,38416.844,0,0,0,0,0,0,0,0,0,0,14142.609,7406.447,5144.798,2785.981,303.776,168.5,101.975,1653.385,0,1467.914,1301.504,0,790.865,0,821.906,0,0,0,0,0,2327.186
13805,1,1,30396.35204,6718,492,4544.586,15506.128,0,0,0,0,0,0,0,0,0,1862.242,649.437,3776.668,1004.592,0,181.735,642.021,50.96,0,0,2172.007,2164.769,0,0,0,54.858,0,0,0,0,0,2946.84
13806,3,5,12582.66917,640,3672,16538.185,56428.287,0,0,0,0,0,0,0,0,0,4783.356,15024.253,16284.941,2907.092,0,1640.534,676.695,382.427,3885.489,748.451,4623.471,1208.046,0,730.405,0,1481.857,0,0,0,0,0,2051.269
13807,4,9,11465.43544,3871,1396,7428.848,25347.228,528.952,44905.771,14311.782,27452.701,3141.289,0,0,0,0,0,0,0,3844.549,2937.006,0,506.814,130.651,2222.821,422.716,5368.04,1642.965,109.513,0,4287.801,1778.077,0,303.328,0,0,0,1792.945
13808,3,5,23624.04183,2459,2514,15838.387,54040.577,250.903,25952.635,15525.084,10427.551,0,0,0,0,0,0,10000.583,0,1873.386,914.519,596.146,237.269,187.207,2387.849,440.965,2321.144,2662.808,222.544,499.036,0,2549.291,0,0,0,0,0,29147.828
13809,2,3,25360.1395,6467,590,9362.143,31943.631,803.426,79826.401,16291.446,59923.966,2701.017,909.971,0,0,0,0,3048.652,0,2695.194,1839.348,0,349.424,113.947,0,338.205,2960.152,3076.613,2524.505,142.749,0,2324.67,0,1844.359,6690.471,0,0,3995.341
13810,2,4,18565.57127,4109,1518,11013.963,37579.641,0,0,0,0,0,0,0,0,0,5465.26,5290.879,7258.785,811.484,0,1116.52,290.097,494.649,6288.769,0,5392.606,1987.547,137.886,0,0,0,0,835.315,0,0,0,2209.844
13811,2,3,25052.69527,6335,910,8140.934,27776.867,537.788,52955.582,16660.061,32716.21,3579.311,0,0,0,0,1075.292,1928.117,0,8285.212,1627.732,0,649.907,195.246,3962.677,0,3305.193,3403.407,827.598,97.021,0,267.047,0,0,0,0,0,2152.418
13812,3,5,28916.27501,1961,2953,20071.353,68483.456,682.478,69158.283,26412.606,40319.769,2425.909,0,0,0,0,0,17132.814,0,3750.548,1960.298,0,355.447,351.037,4455.182,122.259,7493.948,13164.838,593.067,921.82,0,2278.552,0,0,0,0,0,15903.646
13813,2,4,15910.17882,6239,757,4386.975,14968.358,697.694,71120.975,15123.159,53301.198,2696.618,0,0,0,0,0,1571.695,0,2039.479,2524.979,0,681.966,47.204,547.805,436.883,983.83,2271.922,885.769,0,0,122.437,0,0,0,0,0,2854.387
13814,1,2,29034.79884,6924,455,12706.29,43353.863,0,0,0,0,0,0,0,0,0,0,1018.897,13037.27,9904.55,1554.493,0,101.852,55.399,583.282,0,3420.623,4338.221,2899.784,0,0,220.776,1794.421,0,0,0,0,4424.295
13815,3,6,6867.067381,3694,1448,3561.95,12153.374,408.787,39438.774,14235.543,23414.428,1788.802,0,0,0,0,0,2505.3,0,2923.891,0,0,125.857,153.655,1564.584,235.478,2401.547,686.235,102.072,128.369,0,647.98,0,0,0,0,0,678.408
13816,3,5,12366.79346,2816,1808,6228.909,21253.038,0,0,0,0,0,0,0,0,0,2735.942,2273.746,4349.27,1622.752,893.492,301.558,275.593,41.871,552.761,0,5553.785,971.176,34.173,75.89,0,134.18,0,0,0,0,0,1436.85
13817,2,4,19590.49672,7694,671,1334.324,4552.712,223.664,21830.271,10085.088,11745.183,0,0,0,0,0,0,344.173,0,800.127,0,269.633,129.176,0,0,0,984.627,660.24,113.007,0,0,0,0,0,0,0,0,1251.728
13818,1,2,36443.0683,5480,932,2836.262,9677.325,358.903,35609.522,9457.503,26152.019,0,0,0,0,0,0,891.548,0,2592.095,0,1257.497,0,40.998,540.892,0,1029.746,614.565,383.791,60.334,0,541.865,0,0,0,0,0,1723.994
13819,4,9,9559.643182,662,5375,13798.483,47080.425,0,0,0,0,0,0,0,0,0,3256.837,18243.935,9457.435,2009.381,0,862.186,863.191,116.038,2926.16,533.047,2170.837,2940.478,84.16,885.086,0,199.963,0,0,0,0,0,2531.693
13820,3,7,29782.98638,3966,1551,31219.992,106522.614,0,0,0,0,0,0,0,0,0,62224.666,12338.869,9723.291,1008.448,1987.108,2616.424,508.002,163.946,1679.349,0,7028.904,1445.426,1138.797,663.33,0,2251.197,0,0,0,0,0,1744.857
13821,1,2,22802.50306,5480,932,2854.762,9740.449,0,0,0,0,0,0,0,0,0,0,0,1272.987,2416.295,0,0,512.969,126.951,1306.272,0,932.335,1072.858,243.601,0,0,0,0,0,0,0,0,1856.181
13822,2,3,13347.18391,6743,626,11997.516,40935.525,1274.802,129519.704,9439.78,120079.925,0,0,0,0,0,0,6033.274,0,4565.856,1286.87,805.041,486.425,172.118,1760.527,234.86,7816.644,277.003,6191.597,376.698,0,191.055,4786.498,3184.522,0,0,0,2766.539
13823,1,2,26720.57963,7556,429,4510,15388,455.332,46008.155,11563.608,34273.146,171.401,0,0,0,0,0,716.554,0,735.914,0,1046.276,719.076,78.08,1271.168,0,3675.011,2490.32,0,0,0,119.802,0,2215.029,0,0,0,2320.89
13824,3,6,16002.40732,3836,1671,18277.11,62361.499,797.441,80331.031,14954.589,58840.612,4716.328,1819.502,0,0,0,8784.716,21866.759,0,4723.084,3002.323,0,172.903,228.055,0,0,10701.908,6718.47,2688.591,1244.673,0,0,0,0,0,0,0,2230.016
13825,3,5,34026.8077,1588,2534,5658.067,19305.323,468.159,48113.863,18430.95,26704.991,2977.922,0,0,0,0,0,10949.447,0,2547.839,0,0,898.796,0,0,0,509.923,2831.49,0,0,0,0,0,0,0,0,0,1567.828
13826,4,8,11755.98409,7874,29,6788.875,23163.643,1700.667,150902.48,11486.544,139415.937,0,0,0,0,0,10069.397,89.606,0,2823.405,0,609.781,506.729,98.935,1122.868,226.187,3371.163,881.91,0,0,0,1010.984,0,0,0,0,0,2352.679
13827,3,6,43029.92203,1256,2968,11906.646,40625.475,222.778,22874.57,22415.867,0,458.703,0,0,0,0,3654.152,0,0,571.879,0,0,109.732,180.522,0,0,4529.311,12526.027,72.338,0,0,829.037,0,0,0,0,0,18152.478
13828,1,2,17008.10986,7553,430,2783,9496,541.983,54763.624,19729.54,35034.084,0,0,0,0,0,0,667.302,0,1705.475,0,346.97,242,0,0,0,468.317,771.661,0,0,0,0,0,0,0,0,0,5293.875
13829,4,10,14373.40144,1837,917,4160.8,14196.65,267.938,27527.015,23472.297,4054.718,0,0,0,0,0,1706.672,490.447,0,1803.236,0,263.947,537.088,0,0,0,1617.58,1673.046,0,0,0,0,0,0,0,0,0,6104.635
13830,2,4,12661.36212,6185,787,10476.595,35746.144,417.392,42427.946,9611.116,31375.266,1441.564,0,0,0,0,0,3180.707,0,2656.989,0,0,172.363,57.831,1182.354,131.791,1730.506,836.668,1819.789,180.18,0,918.066,0,0,0,0,0,22878.899
13831,3,5,18151.04746,2122,2060,11256.307,38406.519,307.475,31119.739,8169.002,22950.737,0,0,0,0,0,0,11650.974,0,3774.964,0,200.748,211.286,144.686,1848.804,0,7980.3,7508.437,446.335,561.405,0,1623.257,0,0,0,0,0,2455.323
13832,2,3,16257.28361,6883,445,9355.566,31921.19,976.2,98386.099,0,92881.029,2736.915,2768.155,0,0,0,0,2135.679,5705.303,1966.74,0,0,331.18,298.351,0,694.037,5127.534,949.271,1487.257,129.401,0,626.081,2093.22,1376.614,0,0,0,9000.523
13833,3,5,19991.72333,4648,1358,21397.46,73008.133,281.15,29230.94,28097.896,0,1133.044,0,0,0,0,53191.035,4490.17,0,2546.681,0,0,67.645,55.026,1125.193,226.567,3449.403,2691.555,965.033,0,0,738.823,0,486.237,0,0,0,2974.765
13834,3,5,16425.84021,4608,1311,7083.516,24168.957,437.688,44974.378,14131.324,28395.327,2447.728,0,0,0,0,0,6235.853,0,2489.641,0,0,534.644,57.709,1178.46,234.293,6018.017,2223.819,903.482,290.932,0,196.364,0,0,0,0,0,3805.745
13835,3,6,12252.13907,3177,1836,57727.029,196964.622,1362.281,141291.419,16251.034,120193.331,4847.053,0,0,0,0,0,20076.187,0,1978.095,0,770.183,238.09,111.62,2257.928,426.952,3130.134,1372.901,1596.308,1224.215,0,1195.099,0,0,0,0,0,162586.912
13836,4,9,35542.83686,3800,1535,11221.037,38286.18,1464.409,124208.512,49575.956,71968.697,1241.316,1422.544,0,0,0,19588.471,0,0,2013.728,845.33,0,238.095,83.121,0,327.264,1437.108,2803.348,1091.287,0,6047.078,0,0,0,0,0,0,3811.35
13837,3,6,12239.59814,1248,2979,14428.467,49229.928,190.618,19585.846,10980.798,8605.048,0,0,0,0,0,0,24612.351,0,6359.065,918.489,310.959,171.376,135.439,1734.074,130.628,3317.024,3034.01,221.345,1288.605,0,3654.269,0,0,0,0,0,3342.296
13838,3,7,14533.28205,1358,3322,8238.235,28108.857,436.435,44008.477,18840.242,24969.698,198.537,0,0,0,0,0,19612.826,0,1809.928,0,0,273.692,0,0,0,1450.227,1519.088,241.202,825.374,0,0,0,0,0,0,0,2376.519
13839,4,10,10627.51893,4918,1169,10230.813,34907.533,0,0,0,0,0,0,0,0,0,13298.318,1441.658,11968.495,1521.548,0,474.955,337.112,101.453,1645.502,0,852.856,1189.921,274.867,70.762,0,0,0,0,0,0,0,1730.085
13840,3,7,23410.73475,1144,3445,8076.853,27558.222,0,0,0,0,0,0,0,0,0,1712.098,3644.803,6163.851,2543.42,1827.18,1046.603,699.195,52.429,553.617,0,1384.645,3634.016,24.836,183.22,0,613.247,0,0,0,0,0,3475.061
13841,1,2,41841.58389,4666,1524,4082,13929,0,0,0,0,0,0,0,0,0,644.469,1279.896,5181.235,942.551,0,204.358,814.519,0,0,0,1964.589,1307.731,82.761,0,0,0,0,76.5,0,0,0,1429.164
13842,2,3,19108.37402,5874,738,21568,73591,0,0,0,0,0,0,0,0,0,39379.066,4116.431,10144.538,2442.729,1272.243,1101.315,809.077,377.582,3837.408,338.883,2424.11,2494.008,0,0,0,0,0,0,0,0,0,4852.621
13843,2,3,16549.25507,5421,922,20164.333,68800.705,0,0,0,0,0,0,0,0,0,34205.384,2760.995,10567.355,3037.975,1676.487,889.977,292.966,174.325,2224.45,718.185,4787.935,2134.108,761.892,142.296,0,0,0,1165.592,0,0,0,3260.782
13844,1,2,34454.72502,7311,339,10891.5,37161.798,799.433,79852.924,10574.903,69278.021,0,0,0,0,0,15738.447,2410.081,0,3444.711,0,932.041,270.108,130.366,1669.57,339.481,5435.918,1265.563,0,140.775,0,598.332,0,1543.918,0,0,0,3242.486
13845,3,5,19666.19438,56,5164,18359.256,62641.78,92.335,9820.7,8944.885,0,0,875.816,0,0,0,881.853,31338.655,0,2578.877,0,593.523,237.079,109.107,0,0,1822.254,3442.74,15.411,1708.22,0,1186.051,0,0,6819.784,0,0,11908.226
13846,4,10,14226.6138,2923,337,5156.467,17593.864,309.999,31973.347,17122.207,11645.332,3205.809,0,0,0,0,3559.377,0,0,1894.404,0,0,502.321,148.073,1896.226,0,1775.008,3299.174,910.823,0,0,0,0,0,0,0,0,3608.459
13847,3,7,45635.3492,1338,3121,4559,15555,0,0,0,0,0,0,0,0,0,3513.855,4898.66,2739.232,0,0,82.082,0,0,0,0,2141.726,194.928,0,224.557,0,0,0,0,0,0,0,1760.261
13848,3,7,28176.35848,1252,3246,11087.794,37831.554,703.614,72946.907,25257.777,38760.784,5628.321,3300.026,0,0,0,0,17224.843,0,3185.88,0,198.47,942.354,239.171,0,1006.104,6802.007,1841.183,592.507,1301.762,0,1346.991,0,0,0,0,0,3150.281
13849,2,3,40212.1656,5610,1026,8560.279,29207.673,1517.605,152847.315,0,144797.296,1361.672,0,0,6688.347,0,0,2466.173,4379.696,3139.468,0,744.934,230.344,131.497,1001.608,681.752,3357.646,2460.011,581.074,183.253,0,898.581,2687.821,1024.076,0,1434.313,0,3805.426
13850,1,2,26517.3309,5025,1160,10627.71,36261.745,1380.574,141920.442,33501.086,94302.382,7184.674,6932.301,0,0,0,0,7515.62,0,3180.931,0,0,845.206,1087.892,0,747.264,6083.544,5538.842,1755.709,416.128,0,172.797,2341.537,0,2973.186,0,0,3603.09
13851,4,8,18216.2632,4545,1426,17117.133,58403.657,1379.927,122488.607,45758.891,76729.716,0,0,0,0,0,0,11138.292,0,2041.001,4257.17,992.888,554.971,359.131,10843.972,1168.21,5710.246,1160.915,3006.403,787.99,0,727.231,0,0,0,0,0,15655.237
13852,2,3,17601.91182,6537,601,6425.651,21924.323,69.715,7139.928,7139.928,0,0,0,0,0,0,14598.151,736.724,0,1791.076,0,337.356,329.537,0,0,0,1830.593,522.774,0,31.68,0,0,0,0,0,0,0,1746.431
13853,3,5,31163.18788,3551,1803,20224.994,69007.679,0,0,0,0,0,0,0,0,0,22249.955,8458.512,17768.614,721.433,0,489.817,517.619,376.814,4776.331,0,4785.805,4103.842,372.217,389.6,0,670.613,0,0,0,0,0,3326.508
13854,1,1,13075.79684,5854,794,12415.357,42361.199,411.371,42163.496,0,37911.528,4251.968,0,0,0,0,0,2439.455,16621.586,1529.033,1529.917,0,174.06,370.331,3757.657,652.148,8924.167,1663.669,1002.251,124.369,0,857.153,0,700.165,0,0,0,2015.24
13855,3,5,14183.72204,338,4118,11072.531,37779.477,0,0,0,0,0,0,0,0,0,1841.418,9246.369,8837.32,3175.434,1250.341,611.726,111.315,126.234,1618.44,0,1566.959,3944.626,0,431.197,0,892.223,0,0,0,0,0,4125.875
13856,3,6,11733.59292,2562,1958,17851.017,60907.669,0,0,0,0,0,0,0,0,0,31535.451,5347.232,0,4240.942,0,0,248.762,509.093,5165.73,0,8520.785,2377.998,0,0,0,0,0,0,0,0,0,2961.677
13857,2,3,21037.56285,6272,688,6920.057,23611.233,834.451,84633.535,23831.376,60802.159,0,0,0,0,0,0,3175.471,0,3189.619,0,951.076,303.941,108.763,1122.214,422.433,5257.996,852.038,3075.388,0,0,1080.417,0,0,0,0,0,4071.876
13858,4,10,20535.97013,989,1209,742.967,2535.002,132.724,13794.338,10872.497,1494.509,1427.332,0,0,0,0,0,0,0,1458.497,0,0,60.866,0,0,0,387.572,261.989,18.521,0,0,0,0,0,0,0,0,347.556
13859,2,4,15737.65096,6171,795,11072.686,37780.006,730.41,74362.343,26907.99,47454.353,0,0,0,0,0,0,8276.314,0,829.511,0,1446.82,1063.819,440.82,4926.402,822.695,1563.899,5329.451,5001.008,400.939,0,1612.208,0,0,0,0,0,6066.121
13860,3,7,31002.28061,3275,1892,14357.002,48986.091,0,0,0,0,0,0,0,0,0,9291.61,2292.547,15055.71,1712.26,0,351.663,135.623,224.958,2520.052,546.215,483.521,3899.849,0,97.603,0,717.038,0,0,0,0,0,11657.442
13861,4,8,24357.28673,4738,1362,4641.736,15837.603,495.394,44048.869,15306.808,28742.061,0,0,0,0,0,612.454,0,0,2061.44,1452.616,607.203,360.72,43.335,893.571,0,650.938,3102.932,168.979,0,2047.447,357.544,0,0,0,0,0,3478.424
13862,3,5,21444.75548,1496,3044,7474.463,25502.869,250.281,25715.192,0,24379.437,1335.755,0,0,0,0,0,6752.041,4255.231,1624.137,1179.71,0,335.678,48.615,0,0,6915.04,2346.016,0,0,0,954.141,0,0,0,0,0,1092.261
13863,3,6,20769.94803,3878,1576,15220.129,51931.08,1256.452,126618.224,33485.787,46932.669,4835.688,0,0,0,41364.081,0,8747.28,0,5184.748,3803.012,1363.788,492.237,58.998,619.563,0,4714.456,7772.905,559.199,390.253,0,4643.824,0,0,0,0,0,13580.817
13864,2,3,24773.54882,5738,989,9491.457,32384.85,739.704,74866.84,16294.741,56728.935,0,1843.164,0,0,0,5952.469,5872.721,0,1654.15,2899.013,456.924,674.025,173.496,0,338.845,5809.908,1037.614,1832.486,363.483,0,171.103,0,1144.676,0,0,0,4003.939
13865,4,10,10449.63084,4406,195,28406.818,96924.064,0,0,0,0,0,0,0,0,0,78140.833,0,6243.226,754.697,3646.953,420.266,473.818,43.633,574.681,226.608,3246.329,1485.213,0,0,0,0,0,0,0,0,0,1667.806
13866,1,2,40509.12499,4546,1512,1649.228,5627.165,633.121,65387.468,22186.111,42188.301,1013.056,0,0,0,0,0,0,0,1735.764,0,0,247.599,0,0,0,1633.69,255.455,0,0,0,0,0,0,0,0,0,1754.657
13867,1,1,18810.35036,6198,658,25070.471,85540.446,0,0,0,0,0,0,0,0,0,0,3586.385,34989.871,2509.076,1002.498,0,484.442,357.126,0,436.623,7528.466,1903.747,927.551,198.616,0,1832.475,0,0,0,0,0,29783.569
13868,2,4,18282.19856,6808,711,1295.18,4419.154,353.583,34634.489,10232.898,22069.426,2332.166,0,0,0,0,0,558.283,0,1266.851,0,0,0,0,0,111.909,734.168,1095.185,40.369,0,0,0,0,0,0,0,0,612.389
13869,3,5,20665.80641,384,4163,15210.747,51899.069,0,0,0,0,0,0,0,0,0,3263.533,18169.278,0,2019.609,0,0,170.011,332.415,3380.117,0,10092.038,2383.069,0,0,0,61.82,7318.403,0,0,0,0,4708.775
13870,2,4,10142.5605,7781,515,10571,36067,481.362,47705.174,0,47705.174,0,0,0,0,0,0,1706.119,21353.743,1873.069,902.658,743.045,236.632,163.073,1670.788,324.539,2176.006,837.008,1534.745,65.947,0,0,0,697.6,0,0,0,1783.278
13871,3,5,13888.73824,4632,1284,5137,17527.444,748.904,76938.523,0,69407.668,2796.773,0,0,0,4734.082,0,2280.889,2830.492,1966.106,0,0,151.718,242.722,2494.873,282.504,2296.896,2528.796,226.035,108.463,0,367.618,0,0,0,0,0,1750.332
13872,3,5,15078.80096,2884,1911,12266,41851,0,0,0,0,0,0,0,0,0,23553.531,0,5648.331,4110.784,2767.122,0,101.555,0,0,0,2516.452,1054.407,341.862,0,0,58.983,0,0,0,0,0,1698.565
13873,2,4,13166.03868,4531,1285,19058.373,65027.167,588.367,57677.555,26920.515,30757.039,0,0,0,0,0,24730.349,12201.362,0,2483.423,907.539,830.484,341.29,448.214,5682.927,528.844,3260.587,5024.748,1917.453,747.229,0,1586.705,0,0,0,0,0,4336.014
13874,3,6,10704.57303,3229,1719,19278.037,65776.664,0,0,0,0,0,0,0,0,0,16724.844,9441.482,17158.401,2571.328,1661.944,247.8,101.429,545.282,5530.36,0,1273.731,4431.126,348.908,488.07,0,735.048,587.08,233.92,0,0,0,3695.911
13875,4,10,11818.84236,4340,218,18264.847,62319.659,0,0,0,0,0,0,0,0,0,0,0,0,2004.644,0,710.681,246.389,429.021,8593.658,1299.548,38416.249,3028.766,944.979,0,0,0,0,0,0,0,0,6645.723
13876,1,2,37868.97069,4849,1465,3550.767,12115.218,458.424,49316.566,16781.301,26030.813,3335.494,3168.959,0,0,0,0,2737.552,0,2078.206,0,0,201.607,271.42,0,334.341,2188.096,1546.175,219.849,126.485,0,0,0,0,0,0,0,2411.488
13877,4,9,6316.588782,1656,4244,9195.619,31375.451,414.201,40319.062,15965.73,13289.123,9679.863,1384.346,0,0,0,0,15253.47,0,5889.254,0,0,480.738,132.739,0,329.232,1362.359,731.573,353.139,700.272,0,705.416,0,507.025,0,0,0,4930.235
13878,2,4,17409.22487,4751,1357,12165.063,41507.194,764.849,74969.529,26806.795,48162.734,0,0,0,0,0,2974.132,7666.385,0,5531.972,1970.098,811.236,470.084,374.588,3807.325,710.223,6083.184,2463.479,853.977,453.19,0,1894.407,0,0,0,0,0,5442.913
13879,2,4,14646.69022,6178,767,16909.369,57694.766,0,0,0,0,0,0,0,0,0,40505.805,0,6333.358,3377.736,0,534.406,236.721,54.399,573.258,0,856.953,2811.49,0,0,0,105.801,0,0,0,0,0,2304.838
13880,3,7,20903.26626,1328,3166,26385.576,90027.587,0,0,0,0,0,0,0,0,0,19108.704,16161.614,11532.197,4346.364,1134.983,397.169,572.309,158.651,1784.74,0,3248.274,10916.24,233.351,0,0,0,0,0,0,0,0,20432.991
13881,3,6,11195.30193,1222,3017,24414.333,83301.705,0,0,0,0,0,0,0,0,0,3616.108,19432.544,10807.462,2626.857,2615.283,928.632,139.995,181.452,1851.594,239.273,9485.182,1817.69,57.974,851.567,0,1415.826,0,0,10671.624,0,0,16562.642
13882,3,5,65080.275,4793,1071,10251.568,34978.351,761.882,77319.372,9705.764,65329.196,2284.413,0,0,0,0,0,7697.807,0,3873.952,3813.736,0,245.548,58.566,615.681,342.953,3312.954,2086.882,3035.982,414.78,0,226.264,0,0,0,0,0,9253.243
13883,3,7,14411.32487,1384,3426,4343.294,14819.32,170.118,17154.043,16148.234,0,1005.809,0,0,0,0,6514.993,0,0,1833.234,0,0,335.576,316.782,3220.866,0,334.468,1793.874,0,0,0,58.637,0,0,0,0,0,410.888
13884,4,8,13105.46149,5321,743,19442.516,66337.865,0,0,0,0,0,0,0,0,0,13312.157,1844.412,20677.438,3027.88,1274.627,0,103.507,474.795,6009.557,336.33,8401.125,1637.791,516.71,99.141,0,181.466,824.898,4506.472,0,0,0,3109.56
13885,1,1,18792.23501,6201,657,9277.433,31654.6,0,0,0,0,0,0,0,0,0,0,2779.156,0,2666.69,2807.486,810.77,250.249,315.931,3213.024,246.169,8318.652,1863.336,1956.165,0,0,763.062,2028.126,0,0,0,0,3635.783
13886,3,7,14682.80154,2175,2794,16129,55031,1192.067,118797.523,34275.84,65248.865,0,0,11892.989,7379.83,0,0,14508.169,0,4724.873,0,626.208,236.155,216.546,2757.814,617.077,13129.4,3320.678,822.991,952.02,0,1968.345,0,0,5863.358,1510.544,0,3777.971
13887,1,2,24807.07124,5341,826,8805.484,30044.311,782.47,79334.106,23286.895,55015.943,1031.269,0,0,0,0,0,7964.882,0,1717.507,0,0,35.101,47.673,625.937,242.22,7049.438,4011.355,2354.244,380.284,0,1423.444,0,0,0,0,0,4192.226
13888,4,8,70428.9623,5698,636,3761.414,12833.944,750.62,62714.812,39025.001,14471.401,9218.41,0,0,0,0,0,0,0,2261.075,0,0,0,110.486,2243.591,151.056,2905.598,0,262.766,0,0,1038.35,0,741.441,0,0,0,3119.582
13889,2,4,21212.51696,4771,1243,12028.614,41041.631,700.49,70124.567,20733.967,49390.6,0,0,0,0,0,0,10718.965,0,2813.367,1989.739,921.428,724.959,147.949,1888.976,348.015,8262.808,2698.421,1612.59,498.706,0,3596.376,0,2622.019,0,0,0,2197.312
13890,4,9,11023.01877,846,4085,9325.21,31817.616,363.524,35705.643,16718.674,18986.969,0,0,0,0,0,0,6674.669,0,2375.447,1555.623,657.972,334.737,265.244,2701.87,513.948,1090.985,5984.747,169.456,0,7030.335,202.626,0,0,0,0,0,2259.957
13891,4,8,34472.06438,5604,800,13618,46465,0,0,0,0,0,0,0,0,0,20230.202,1487.393,13044.789,2387.431,988.995,532.757,236.223,107.761,1112.37,127.8,1025.572,1205.753,429.383,79.189,0,532.699,0,0,0,0,0,2936.299
13892,3,5,30656.78228,1344,2503,14414.515,49182.324,0,0,0,0,0,0,0,0,0,0,11629.991,18344.563,1089.395,916.335,116.191,170.772,0,0,0,2438.924,1113.663,0,0,0,0,0,0,0,0,0,13362.49
13893,4,10,19747.3483,644,2306,1706.062,5821.084,131.965,13566.017,10297.743,0,3268.274,0,0,0,0,0,358.839,0,2311.585,0,0,792.34,0,0,0,345.122,1033.829,0,22.707,0,0,0,0,0,0,0,956.662
13894,4,8,28187.24743,4858,1322,6206.04,21175.009,1069.502,96164.325,11559.124,84605.201,0,0,0,0,0,0,0,0,2921.349,0,1530.922,329.636,103.911,2106.108,0,8361.89,2487.929,847.485,0,0,0,0,0,0,0,0,2485.779
13895,4,8,1235.521529,5138,885,14229.066,48549.574,0,0,0,0,0,0,0,0,0,9581.565,1157.408,11479.529,2044.656,3058.84,2520.319,504.073,102.648,1663.827,225.011,10273.907,2220.036,0,0,0,1076.055,0,463.243,0,0,0,2178.456
13896,2,3,14370.86646,6637,555,10118.271,34523.539,0,0,0,0,0,0,0,0,0,3078.706,965.289,13534.902,1782.032,1861.219,433.18,502.28,188.768,2123.375,0,966.533,5461.571,100.476,44.102,0,140.279,0,0,0,0,0,3340.828
13897,3,7,26850.89929,603,4169,12588.25,42951.109,109.514,11397.879,0,0,2884.076,0,0,0,8513.803,4187.328,14779.018,14581.865,742.641,0,0,67.766,88.079,1135.541,0,1556.473,1460.463,0,681.987,0,1559.748,0,0,0,0,0,2110.2
13898,3,6,16036.3504,2675,2198,16435.484,56077.871,0,0,0,0,0,0,0,0,0,17378.565,7160.164,17342.081,5125.232,0,252.155,239.951,232.082,2365.125,230.904,1614.45,1590.228,355.176,336.881,0,114.324,0,0,0,0,0,1740.554
