Survey Year,Census Region,Census Division,Four Largest States,Type of Home  (Respondent answer),The Final Weight,Cool Deg-Days: Base65 01 TO 12-2005 (Inoculated),Heat Deg-Days: Base65 01 TO 12-2005 (Inoculated),Kilowatt Hours Of Electricity Used,Electric Annual Use In Thousands of BTU,CCFS (Hundred Cubic Feet) Of Natural Gas,Natural Gas Annual Use In Thousands Of BTU,Electric Space Heat Use (Estimated) in Thousands of BTU,Natural Gas Space Heat Use (Estimated) in Thousands of BTU,Electric Water Heat Use (Estimated) in Thousands of BTU,Natural Gas Water Heat Use (Estimated) in Thousands of BTU,Electric Appliance Use (Estimated) in Thousands of BTU,Natural Gas Appliance Use (Estimated) in Thousands of BTU,Electric AC Use (Estimated) in Thousands of BTU,Electric Refrigerator Use (Estimated) in Thousands of BTU,Electric Freezer Use (Estimated) in Thousands of BTU,Electric Cooking or Use (Estimated) in Thousands of BTU,Electric Dishwasher Use (Estimated) in Thousands of BTU,Electric Dryer Use (Estimated) in Thousands of BTU,Electric Light Use (Estimated) in Thousands of BTU 
1993,2,4,0,2,4481,1191,5654,13510,46096,1573,161704,0,124278,0,34582,25208,2844,15317,5571,1924,2450,926,0,4779
1993,3,7,3,2,9417,1786,3865,3337,11386,975,100230,0,54470,0,35276,6867,10484,0,4519,0,0,0,0,1961
1993,2,3,0,2,19637,722,6730,7576,25849,1831,188227,0,157526,0,30701,15493,0,2873,7483,2425,1737,0,1518,2245
1993,2,3,0,2,4989,521,7837,8304,28333,899,92417,0,67449,0,24968,22598,0,3442,2293,2415,2330,2117,2035,2632
1993,3,7,3,2,20171,1673,4559,5078,17326,610,62708,0,50826,0,8841,12133,3041,0,5193,3469,0,0,2426,1883
1993,4,9,2,2,6142,1495,1372,8901,30370,248,25494,0,14995,0,8127,20631,2372,7196,2543,0,0,416,2032,3076
1993,1,2,1,2,17925,683,6733,6941,23683,1150,118220,805,101849,0,16371,14187,0,4484,4207,1992,636,722,1817,2645
1993,3,6,0,2,14566,1524,4122,20630,70390,510,52428,2279,52428,17902,0,21987,0,17893,10329,0,1800,839,4094,4234
1993,1,1,0,4,8401,497,6174,5350,18254,1043,107220,667,84650,0,18304,11060,4266,4594,1933,2081,0,0,1197,2896
1993,4,8,0,5,10262,69,8271,2055,7013,750,77128,0,45016,0,25766,5120,6346,0,1893,0,0,0,0,3002
1993,3,7,3,2,19023,2717,2129,10308,35171,0,0,0,0,9675,0,15938,0,5241,4317,3615,0,0,2834,1652
1993,1,1,0,5,8045,971,5949,3106,10598,0,0,3169,0,3050,0,2508,0,0,1871,0,403,0,0,773
1993,1,1,0,3,7424,830,5780,1478,5044,1095,112570,0,91338,0,15864,2850,5368,0,2194,0,0,0,0,442
1993,3,7,0,2,3902,2421,2077,15568,53118,451,46363,0,22239,0,18858,33025,5266,16084,4009,5732,0,0,8369,4992
1993,3,7,3,5,24384,3259,1562,6973,23792,0,0,4849,0,3009,0,9405,0,2451,4078,0,1830,0,0,4277
1993,3,5,0,2,24401,1705,3296,8882,30305,0,0,1312,0,0,0,25981,0,0,3012,4371,2698,0,2960,2088
1993,4,8,0,4,5974,0,10388,2469,8424,829,85254,0,60955,0,24299,6888,0,0,1536,0,1077,502,0,1628
1993,3,7,3,5,14230,2413,2862,9926,33868,217,22337,7086,0,0,22337,11539,0,10591,4652,0,1179,1970,0,2061
1993,2,3,0,2,21347,969,5784,7361,25116,1167,119968,0,87776,0,32192,14660,0,7990,2466,0,1129,0,2632,1821
1993,3,5,0,2,3979,2199,3299,9950,33949,783,80492,0,80492,9195,0,17321,0,5280,2153,1932,1056,0,1906,2903
1993,3,6,0,2,11667,1528,3580,12410,42343,0,0,18842,0,5041,0,12233,0,3114,3113,2707,1771,0,1896,690
1993,4,9,2,2,16463,1730,2019,3855,13153,758,77922,0,42303,0,35619,11268,0,0,1885,0,1246,543,1813,2383
1993,3,7,3,3,23603,3030,1229,20610,70321,0,0,11584,0,8715,0,22079,0,19079,8864,0,2662,584,2850,6964
1993,3,7,3,5,22855,3099,1164,4382,14950,162,16620,4187,0,0,16620,3617,0,3199,3947,0,1405,0,0,780
1993,1,2,0,2,21099,931,5862,7250,24737,1527,156976,0,108421,0,36395,15527,12160,4617,4593,0,0,1171,0,3600
1993,3,5,4,2,4709,3301,426,8098,27630,0,0,4147,0,4099,0,7865,0,7652,3867,0,1429,0,0,3003
1993,3,7,3,4,18261,1267,4121,3199,10914,443,45547,0,36111,0,9436,5916,0,1575,3423,0,616,406,0,2431
1993,4,9,2,5,19216,296,1214,7437,25374,0,0,5809,0,4726,0,10506,0,749,3584,0,856,398,1947,1034
1993,1,2,1,4,24189,1204,4973,6984,23830,55,5641,0,0,0,0,14392,5641,4025,5413,0,0,0,2256,3780
1993,3,6,0,2,13843,1163,4862,10792,36822,1286,132201,0,111345,0,20856,25585,0,7897,3340,3812,1228,572,3506,6400
1993,3,6,0,2,16055,1037,4521,12839,43807,1284,131995,0,131995,4173,0,23455,0,8918,7261,6334,2098,650,3175,2525
1993,4,9,0,5,5970,70,5218,8099,27634,0,0,8770,0,8297,0,7824,0,0,2743,0,1002,381,0,1363
1993,3,6,0,2,11667,1161,4877,25130,85744,0,0,37015,0,12273,0,22630,0,7455,6371,0,0,0,3929,5665
1993,3,5,0,2,19169,2448,2364,9822,33513,0,0,13692,0,1841,0,11063,0,3454,3463,3786,428,282,1377,2132
1993,1,1,0,2,8326,621,5939,4901,16722,0,0,0,0,2919,0,10793,0,0,3010,0,638,0,2576,768
1993,3,5,0,2,20073,1923,3400,6857,23396,704,72371,0,54880,0,12994,11946,4497,6139,5311,0,0,0,2709,2707
1993,1,2,0,2,10478,879,5820,12148,41449,0,0,0,0,13073,0,24494,0,0,3882,3337,1115,895,2986,2587
1993,3,6,0,2,14566,1726,2952,16224,55356,784,80595,0,47298,0,33297,33944,0,15685,5727,3808,1609,2406,6646,3951
1993,3,5,0,1,24340,1710,3285,5362,18294,0,0,0,0,5514,0,9938,0,0,2842,0,0,0,0,3628
1993,4,9,2,2,4910,135,5817,4428,15108,0,0,0,0,0,0,12365,0,0,2743,0,1142,0,3677,1292
1993,4,8,0,1,6045,1962,3204,9033,30821,0,0,0,0,0,0,23317,0,2380,5124,0,3335,3711,3570,4164
1993,3,5,0,5,21405,1897,3190,7762,26483,0,0,5318,0,5366,0,9896,0,1926,3977,2768,824,0,2648,844
1993,3,5,0,2,4492,1656,3395,20245,69076,0,0,0,0,0,0,41829,0,20181,7066,0,0,3367,5392,4971
1993,4,8,0,2,15068,387,6835,3781,12901,597,61372,0,41950,0,15550,9388,3872,0,3513,0,0,0,0,1710
1993,4,8,0,2,6553,257,7795,23553,80363,0,0,35074,0,13155,0,27270,0,0,4864,10357,1302,1478,2961,1539
1993,3,6,0,2,13012,1395,4228,19766,67442,0,0,27471,0,6158,0,19852,0,10209,3752,2185,1448,0,1946,5855
1993,4,9,2,2,6142,1300,1993,23994,81868,0,0,14619,0,12719,0,34601,0,14102,5827,0,3406,529,3238,11918
1993,3,7,3,1,19645,3253,1446,8310,28353,706,72549,0,34970,0,28514,17853,9065,6285,4215,3157,0,314,1925,4255
1993,3,5,0,2,6091,1940,3177,19125,65254,840,86352,0,86352,12243,0,26209,0,19012,7790,3957,1608,1154,3851,3813
1993,1,1,0,2,10037,285,8268,5226,17829,0,0,0,0,0,0,13946,0,0,3883,2305,0,335,0,3487
1993,3,5,4,2,7773,2643,1314,8128,27733,0,0,7866,0,3385,0,7929,0,5836,2717,0,602,397,1939,1492
1993,3,5,4,4,25022,4249,81,3976,13566,0,0,641,0,3449,0,6233,0,1121,2122,0,643,0,0,1577
1993,3,5,0,2,5318,1633,4462,26699,91097,0,0,22856,0,14644,0,30037,0,18477,5083,0,3090,1986,5484,4709
1993,3,5,4,2,5009,2333,1567,10392,35458,0,0,8693,0,6672,0,11906,0,5146,3041,0,2006,0,2147,1856
1993,3,6,0,2,14566,2096,2970,10718,36570,501,51503,0,51503,9277,0,15854,0,8540,2899,3383,994,0,2660,1255
1993,3,6,0,2,14566,1766,2938,35240,120239,1090,112052,0,69532,0,42520,68037,0,34609,17593,0,8960,0,5125,14290
1993,2,3,0,2,23573,776,6268,8000,27296,1611,165611,0,165611,8780,0,12951,0,1790,3775,2077,800,574,1916,1176
1993,3,7,3,2,17624,2573,1746,19132,65278,0,0,0,0,16991,0,27495,0,13988,6804,0,1763,519,7286,4601
1993,1,2,0,3,12641,1398,4649,7185,24517,2204,226536,0,178690,0,47846,22527,0,0,1990,1639,2230,1570,1510,3824
1993,4,9,2,5,19327,1150,1194,3557,12136,138,14189,2063,0,0,14189,8675,0,582,816,0,1822,1434,0,1860
1993,3,7,3,2,3976,3103,1577,15738,53698,326,33513,0,21122,0,12391,25179,0,24052,4467,0,1509,1398,3517,5669
1993,1,2,0,3,5023,978,5730,19158,65367,0,0,19170,0,14505,0,25702,0,3010,2980,3347,1591,1277,3212,4701
1993,2,4,0,2,4040,1095,5653,16299,55612,0,0,3892,0,11695,0,28342,0,8240,3443,0,1232,0,2486,3768
1993,1,2,1,4,11371,287,8785,3421,11672,0,0,0,0,0,0,9952,0,0,1720,0,0,0,2022,2243
1993,2,3,0,2,11048,499,7361,4431,15120,1598,164261,0,120495,0,43766,11899,0,0,3221,0,2861,0,0,2414
1993,2,4,0,2,15933,361,8966,5431,18531,0,0,0,0,4680,0,11311,0,0,2540,4693,494,0,0,2278
1993,4,9,0,2,10302,118,5011,20111,68619,0,0,0,0,24864,0,37033,0,0,6722,0,4608,0,8960,6442
1993,1,2,1,5,15068,1139,4774,3276,11178,20,2056,0,0,0,0,5438,2056,1545,4195,0,0,0,0,2131
1993,3,5,4,3,15222,2359,1466,12093,41262,0,0,7385,0,6775,0,12472,0,9392,5238,0,962,448,2188,3287
1993,2,3,0,3,10703,1332,5406,7770,26511,1119,115033,0,92405,0,17394,17311,5234,3131,6069,6538,0,0,0,3456
1993,1,1,0,2,12645,855,5698,7560,25793,83,8499,0,0,0,0,17734,8499,4825,3234,3761,0,1041,0,4177
1993,2,4,0,4,4004,340,8537,2472,8435,673,69177,0,44814,0,19263,4179,5100,1858,2398,0,0,0,0,674
1993,1,2,1,2,10853,793,5571,14449,49300,0,0,0,0,17859,0,26212,0,0,5229,6906,1972,0,0,2102
1993,4,8,0,2,18498,5016,739,3978,13573,0,0,4085,0,712,0,4120,0,2945,1711,1323,223,0,719,243
1993,2,3,0,3,10365,726,6425,9350,31902,1292,132818,0,93197,0,39621,27846,0,0,4056,0,3082,0,6703,4057
1993,2,3,0,2,19952,765,6723,9689,33059,1074,110407,0,90818,0,19589,23648,0,4395,5016,4262,2455,538,2629,6429
1993,2,4,0,2,14054,225,9278,4097,13979,0,0,0,0,3638,0,8178,0,0,2163,1179,429,487,1225,1468
1993,1,1,0,4,8541,470,7875,11453,39078,0,0,15442,0,8285,0,11804,0,1034,2513,0,896,831,2090,2384
1993,3,6,0,2,17188,2404,3010,17763,60607,0,0,0,0,13818,0,28888,0,11487,6414,5470,1536,0,3580,4257
1993,4,9,2,2,4332,174,5954,10042,34263,0,0,4721,0,2254,0,23985,0,0,3303,3560,2244,1199,2402,5283
1993,2,4,0,2,19690,871,6310,11520,39306,762,78334,1139,78334,13641,0,19834,0,1563,3129,0,2704,0,0,1705
1993,4,8,0,2,14582,3347,1285,7570,25829,578,59418,0,26454,0,25300,19760,7664,0,6069,0,0,0,2986,5372
1993,2,3,0,2,11048,967,5554,7750,26443,2035,209198,0,173392,0,28326,13594,7480,6939,5910,0,0,0,2287,4468
1993,2,3,0,2,7817,654,6768,7360,25112,1352,138986,0,87752,0,37632,21144,13602,0,3968,0,0,2239,0,5950
1993,4,8,0,2,6514,3782,970,13171,44939,840,86352,0,33871,0,39544,29857,12937,0,15082,6408,0,561,3438,4431
1993,4,9,2,5,19327,1388,998,7071,24126,234,24042,2761,0,0,24042,18190,0,1583,1592,2187,2549,1639,0,4643
1993,4,8,0,5,8811,3270,1315,9451,32247,0,0,3884,0,7506,0,7228,0,9720,3909,0,920,428,0,1559
1993,2,3,0,2,21993,571,7119,2237,7633,1240,127472,0,127472,1488,0,4340,0,0,1805,0,310,0,998,1005
1993,3,5,0,1,9487,2340,3061,6904,23557,0,0,0,0,5423,0,3394,0,9415,5325,0,833,0,0,948
1993,1,2,0,3,19885,701,6401,1622,5535,1168,120055,0,93924,0,20590,3234,5541,0,2301,0,0,0,0,544
1993,2,4,0,3,3298,1160,5570,25870,88268,0,0,31022,0,15165,0,28482,0,6039,7560,5050,1633,760,4661,3519
1993,3,6,0,5,4488,1540,4268,12897,44005,0,0,9124,0,9503,0,14558,0,5628,5192,0,2777,0,0,3359
1993,3,5,0,5,15104,1810,3588,8833,30138,0,0,6504,0,5183,0,11902,0,2916,3633,2935,776,361,0,2236
1993,2,3,0,3,20864,812,6640,9452,32250,1175,120790,1121,86169,0,28128,22531,6493,3661,4937,0,0,1005,3353,3855
1993,3,5,0,2,3545,1264,5031,21033,71765,0,0,26405,0,11791,0,23231,0,5895,4443,0,3064,549,2678,5092
1993,1,1,0,2,4338,911,5580,12731,43437,1188,122163,0,93249,0,28914,28457,0,8782,6198,0,1760,820,4003,7787
1993,4,9,0,1,10830,166,4706,13202,45045,0,0,18426,0,10180,0,12492,0,0,3947,0,1365,0,0,6092
1993,1,2,0,2,17394,855,5762,4852,16555,0,0,0,0,0,0,14179,0,0,2376,6189,1251,0,1895,876
1993,3,5,4,2,7067,3165,557,21846,74539,0,0,6581,0,8253,0,34753,0,14140,10812,11356,2562,459,2239,4212
1993,1,2,1,4,24189,1247,4806,3731,12730,1160,119258,0,71293,0,38009,7637,9956,0,5093,0,0,0,0,1966
1993,1,2,0,4,23881,910,5940,15554,53070,230,23644,27882,0,0,19023,9333,4621,6094,9761,0,0,0,0,2982
1993,2,3,0,1,4581,944,6408,7655,26119,692,71138,0,66221,4679,0,12220,4917,7601,1619,0,0,398,1943,3295
1993,3,6,0,4,27990,2260,2921,9960,33984,0,0,15031,0,2720,0,8718,0,4551,2964,0,1471,456,0,3080
1993,3,5,0,2,20640,1673,3286,19414,66241,0,0,1748,0,11435,0,28210,0,17439,7409,10163,1380,643,3140,4810
1993,2,3,0,2,9835,992,5829,8012,27338,1150,118261,1173,118261,4860,0,9755,0,641,10909,0,1968,0,0,1806
1993,1,1,0,3,14490,842,6029,1166,3977,316,32461,0,21598,0,8645,2560,2218,0,1417,0,0,0,0,579
1993,3,5,4,2,5009,3092,1171,24252,82748,0,0,8024,0,11444,0,34887,0,15401,12992,0,3302,591,2885,5915
1993,3,5,0,2,3874,1645,3343,14406,49154,0,0,12224,0,8256,0,17235,0,4227,7212,3678,874,407,1987,2940
1993,1,2,1,2,19758,646,6807,3521,12014,1398,143714,0,128022,0,15692,7775,0,1731,2508,0,1121,0,1697,1069
1993,3,7,3,2,17814,2297,3176,10318,35205,742,76278,0,45757,0,23861,21143,6660,7816,6246,0,0,629,3852,3140
1993,1,1,0,1,9348,409,7045,7074,24136,0,0,0,0,0,0,15782,0,0,8354,0,5550,0,0,1994
1993,1,1,0,2,8111,521,5770,4835,16497,0,0,0,0,0,0,13579,0,570,2348,0,0,683,1716,3499
1993,2,3,0,2,11048,548,7195,7303,24918,1827,187816,0,127804,0,48241,18471,11771,0,6447,0,0,0,0,4033
1993,3,6,0,2,4165,1905,3170,11030,37634,0,0,8991,0,5454,0,12168,0,7877,3144,3182,666,0,1514,2812
1993,4,8,0,2,6969,1961,2451,3649,12450,396,40709,0,24552,0,12575,6689,3582,0,5761,0,0,0,0,1038
1993,1,1,0,2,13938,785,6207,4476,15272,0,0,0,0,0,0,9477,0,3823,1972,2125,778,241,1178,1920
1993,4,8,0,3,4766,29,9978,18661,63671,0,0,31252,0,13472,0,15674,0,0,3273,0,1272,1444,2893,1542
1993,3,5,4,2,18549,3619,334,11910,40637,0,0,8678,0,2768,0,18499,0,6235,4457,4747,2019,443,2161,3133
1993,4,9,0,2,17961,141,7983,38945,132880,0,0,40320,0,27306,0,57154,0,0,8100,7544,2035,3402,9397,5887
1993,2,3,0,5,25401,1048,6026,4059,13850,721,74120,0,38781,0,28678,7766,6661,2999,3085,0,0,1342,0,1874
1993,1,2,1,5,5405,575,7445,4380,14945,0,0,5517,0,1868,0,5064,0,654,1842,1933,831,0,0,768
1993,1,2,0,5,21853,649,6235,7493,25566,0,0,12376,0,3597,0,5523,0,506,3564,0,770,0,0,1828
1993,1,1,0,2,14494,976,6195,26221,89466,0,0,40026,0,20700,0,20056,0,2885,5799,0,2367,0,0,6308
1993,2,4,0,2,13646,441,8201,4234,14446,1710,175788,1099,131370,0,34799,11287,9619,0,2060,1572,0,0,0,1812
1993,4,9,2,5,20143,1529,2320,1600,5458,298,30624,0,5894,0,19248,3043,5482,809,1606,0,0,0,0,579
1993,2,3,0,5,21898,1155,5355,1270,4333,484,49755,0,26988,0,18092,1544,4675,1482,1307,0,0,183,0,714
1993,3,5,4,2,9067,3128,1055,3572,12188,721,74119,0,59909,3179,0,7077,14210,620,1312,0,0,0,2688,514
1993,3,5,0,2,4374,2239,2414,4766,16262,0,0,0,0,0,0,6296,0,5918,4048,0,0,0,0,2045
1993,2,4,0,2,16528,1535,4948,8730,29787,910,93548,0,66845,0,23908,17578,2795,9550,2659,3562,855,398,0,5153
1993,1,2,0,2,16944,681,6150,18948,64651,0,0,28410,0,10137,0,20993,0,1638,3473,2951,1138,0,2298,2896
1993,3,5,0,2,12271,1315,4295,16194,55254,0,0,19961,0,9194,0,13601,0,8399,4099,0,919,428,2088,3910
1993,2,4,0,2,15098,585,7137,9443,32220,809,83165,0,64754,0,18411,21601,0,5927,4692,3135,2415,529,3244,3853
1993,1,1,0,5,4277,669,5849,17071,58246,0,0,15929,0,18763,0,17115,0,2274,4165,0,2162,1418,0,2222
1993,4,9,2,2,21095,1087,907,2734,9328,384,39475,0,19008,0,15062,7266,5405,0,2062,0,0,0,0,3253
1993,4,9,2,2,17755,1679,887,3517,12000,334,34335,5183,0,0,34335,4973,0,0,1844,1370,386,0,878,388
1993,3,6,0,2,16147,1735,3225,13536,46185,0,0,14388,0,6184,0,14059,0,7678,3876,3244,755,352,2155,1428
1993,1,2,1,5,5405,702,6479,4910,16753,0,0,6583,0,1817,0,5842,0,1197,1314,1668,380,0,1222,1082
1993,4,9,2,3,30425,272,5106,4727,16129,423,43484,0,24060,0,15558,10033,3866,2366,3730,0,0,426,2083,1835
1993,4,9,0,2,19368,136,9041,5634,19223,0,0,3289,0,4152,0,9710,0,0,2072,2765,520,0,1674,735
1993,4,8,0,4,4322,1808,3030,1848,6305,387,39784,0,39784,2646,0,2119,0,0,1540,0,365,0,0,401
1993,4,8,0,2,12032,35,9212,12955,44202,0,0,20810,0,7866,0,14007,0,0,1519,1088,743,346,1689,1610
1993,2,4,0,2,19690,813,6701,10822,36925,1569,161293,0,161293,11196,0,16218,0,5503,4008,0,1152,0,2623,3729
1993,1,2,0,2,12622,620,6511,5986,20424,0,0,0,0,0,0,14174,0,1097,5153,0,606,0,1729,1594
1993,2,4,0,2,7532,312,8269,3907,13330,0,0,0,0,0,0,9791,0,805,2734,0,901,0,2051,1540
1993,4,8,0,2,12975,374,6270,10076,34379,0,0,2268,0,13077,0,15597,0,0,3437,5915,2692,0,0,2365
1993,3,7,0,2,21876,2413,1859,7102,24230,316,32466,9569,0,0,25298,10893,7168,0,3768,0,0,0,2158,2163
1993,3,5,0,5,8318,2033,2463,1609,5490,237,24389,0,14589,0,9800,3213,0,0,2277,0,627,0,0,427
1993,2,3,0,5,15735,1119,5921,8640,29479,840,86392,0,41851,0,35698,23593,8843,0,5886,0,0,609,2976,5279
1993,3,6,0,5,4488,1514,4290,10985,37481,0,0,7835,0,9590,0,9458,0,5791,4807,0,1210,0,0,3488
1993,3,5,4,5,22935,3405,226,14996,51166,0,0,5188,0,6972,0,21635,0,6035,11336,0,1564,1774,3554,3571
1993,2,4,0,2,4481,1068,6586,18978,64753,872,89642,0,89642,13066,0,33512,0,10681,7494,6157,3040,422,2058,3908
1993,4,9,2,2,23517,326,1979,3433,11713,870,89436,0,67813,0,15930,7765,5693,0,3948,0,0,0,0,2911
1993,2,3,0,2,43142,836,6330,5335,18201,1477,151821,0,92945,0,44306,14415,14570,0,3786,0,0,0,0,3889
1993,4,9,2,2,21095,1242,813,6184,21100,901,92623,0,41135,0,36433,15949,15055,0,5151,0,0,2383,0,4342
1993,2,4,0,5,12879,1146,5614,10753,36689,0,0,8338,0,8902,0,13419,0,3432,2598,0,958,446,2736,1938
1993,3,6,0,2,17952,1509,3814,10982,37471,0,0,16352,0,2235,0,8879,0,3381,6624,0,538,0,1731,3145
1993,3,5,0,1,5150,882,5501,21365,72897,0,0,27322,0,9006,0,23062,0,9964,3543,0,1904,1438,2882,1365
1993,1,1,0,5,4414,514,6141,4557,15548,365,37522,0,37522,5563,0,7502,0,900,1583,0,516,1220,0,1643
1993,2,4,0,2,4341,1148,5605,7004,23898,1753,180208,0,111887,0,53850,15221,14471,6771,1906,1853,0,328,2008,3074
1993,3,5,0,2,12801,1922,2681,14768,50389,0,0,12771,0,7066,0,15985,0,9391,5176,2339,893,416,2031,3737
1993,3,7,3,5,16165,3111,2251,6215,21205,99,10159,6971,0,0,10159,4768,0,2366,7100,0,899,0,0,590
1993,3,5,0,5,33176,1289,4823,1331,4540,438,44990,0,25952,0,15230,2446,3808,0,2094,0,0,0,0,772
1993,1,2,1,2,3804,363,7883,12243,41773,1198,123154,0,94363,0,24755,33655,4036,0,8118,3884,1933,3732,0,5730
1993,3,5,4,2,5009,3439,216,26470,90316,0,0,5723,0,12216,0,36598,0,26398,9381,0,1716,2170,3475,5403
1993,1,1,0,4,12759,846,5727,1544,5270,762,78381,0,51517,0,21172,4026,5692,0,1244,0,0,0,0,1312
1993,2,4,0,2,7914,270,8501,14954,51023,0,0,0,0,16815,0,26873,0,3411,3924,2691,1676,1203,3026,5082
1993,4,9,2,2,25347,304,2097,3010,10270,582,59830,0,43249,0,15900,8272,681,0,1998,2366,1380,0,0,721
1993,2,4,0,2,13646,463,8095,8785,29974,1562,160574,0,117983,0,32248,22351,10343,3771,3852,4043,0,0,0,4561
1993,3,5,0,2,20722,2639,2442,17971,61317,658,67642,0,36662,0,22188,38259,8792,13535,9523,7360,0,0,0,8740
1993,2,4,0,2,7569,490,8083,7106,24246,1046,107529,0,75473,0,25530,17638,6526,2469,4139,2502,0,1954,0,3684
1993,3,5,0,2,15312,1683,3266,12021,41015,0,0,0,0,11628,0,18758,0,4522,6107,0,1545,0,3514,3043
1993,4,8,0,4,6585,0,11075,1630,5563,762,78297,0,60867,0,17430,3692,0,0,1871,0,691,0,0,712
1993,3,5,4,4,7003,2381,1454,15275,52118,0,0,10486,0,9290,0,13515,0,13657,5170,0,1554,511,0,4495
1993,4,9,2,2,4332,166,6462,3451,11775,0,0,0,0,4034,0,6359,0,0,1382,1489,452,211,1028,898
1993,1,1,0,2,9980,874,5820,5657,19302,1293,132920,0,105863,0,19947,15629,7110,1031,2642,0,0,0,0,1692
1993,1,1,0,2,3283,703,5786,6176,21073,0,0,0,0,0,0,18511,0,0,2562,0,966,1097,2198,3607
1993,4,9,2,2,7592,1142,1432,3400,11601,520,53456,0,26524,0,20333,7474,6599,0,4127,0,0,0,0,1767
1993,4,9,0,3,19868,81,5461,11159,38073,0,0,22601,0,2986,0,9939,0,0,2547,0,668,440,2147,2793
1993,3,7,3,2,17851,1584,3965,9797,33427,780,80184,0,48605,0,31579,25591,0,0,7836,0,3925,0,3335,4483
1993,1,1,0,2,10304,267,8428,4140,14126,0,0,0,0,4125,0,6959,0,0,3042,0,441,0,1418,1777
1993,1,1,0,4,7955,889,5727,4611,15733,0,0,0,0,0,0,13377,0,0,2356,2025,1607,0,2338,2304
1993,3,6,0,2,14722,1737,4364,6217,21212,1820,187096,0,151210,0,35886,14561,0,3668,2983,0,993,377,2314,2266
1993,3,7,3,2,17814,2379,1919,14574,49726,706,72577,0,41814,0,27538,27135,3225,18391,4200,4540,1653,628,0,4474
1993,3,5,4,3,3599,3462,367,5191,17712,0,0,3206,0,2049,0,5673,0,4381,2403,0,702,0,0,1779
1993,4,9,2,5,8277,1428,2478,1990,6790,276,28373,481,9878,0,14266,4288,4229,1024,997,0,0,0,0,2044
1993,3,7,0,5,10449,2285,3200,3019,10301,501,51456,0,21771,0,29685,4029,0,4309,1963,0,627,0,0,1176
1993,3,7,0,2,16853,2011,3796,9409,32104,971,99819,0,62669,0,29227,16355,7923,10679,5070,0,0,0,3520,2611
1993,2,4,0,2,16641,1118,5699,11898,40596,1212,124594,1547,106283,0,18311,20944,0,14792,3313,4205,864,569,2779,4837
1993,4,9,2,2,24383,577,2645,8651,29517,481,49447,0,28759,0,15870,20356,4818,0,9161,4274,0,0,0,2750
1993,3,7,3,2,4238,2666,2151,13238,45168,0,0,3426,0,7084,0,23830,0,0,10828,6701,4064,0,0,4557
1993,2,4,0,3,8409,1338,5181,6416,21891,700,71960,1138,52174,0,19786,11549,0,6703,2501,0,636,1020,2045,1450
1993,3,6,0,5,12883,1488,4091,10568,36058,0,0,8606,0,10565,0,8914,0,3864,4109,0,1233,0,0,2061
1993,1,2,0,2,20848,803,6124,12423,42387,1807,185760,0,136714,0,39743,25923,9303,7917,8547,4475,0,1247,2500,5099
1993,4,9,2,4,20487,269,2085,1913,6527,430,44204,0,27169,0,13022,4598,4013,0,1929,0,0,0,0,1512
1993,1,1,0,5,10550,856,5696,5509,18797,492,50623,6324,0,0,50623,8511,0,1673,2289,0,2278,353,0,1299
1993,1,2,0,2,9713,608,6382,19624,66957,0,0,24705,0,10952,0,21631,0,5467,4202,0,1001,467,2277,4596
1993,2,4,0,3,8176,1341,5164,7512,25631,610,62708,10934,49530,0,13178,8663,0,4099,1935,0,492,324,1582,3393
1993,2,3,0,5,27999,886,6238,3035,10355,697,71651,1350,50882,0,20769,5348,0,872,2785,0,754,0,0,1663
1993,3,6,0,5,10609,1638,4420,12861,43880,0,0,14465,0,9334,0,9639,0,4092,6350,0,1589,0,0,1674
1993,1,2,1,4,26662,1226,4888,3228,11014,1024,105267,0,78044,0,21771,7307,5452,583,3124,0,0,0,1356,3036
1993,2,3,0,5,25401,945,6161,3472,11847,1100,113115,0,53677,0,48174,7317,11264,1283,3247,0,0,1722,0,1206
1993,1,1,0,2,7554,886,5744,17099,58342,0,0,1403,0,17720,0,32878,0,0,6341,0,1567,0,3163,5088
1993,2,4,0,2,9910,458,8564,7837,26740,0,0,1228,0,4897,0,15727,0,2259,2629,3257,2060,0,2205,2000
1993,4,9,2,2,25347,966,1937,13875,47341,138,14186,20871,0,0,14186,14036,0,0,12434,0,1061,495,2415,3007
1993,2,3,0,2,23573,645,6474,7107,24249,1672,171882,0,117376,0,43503,21303,11003,0,2946,2284,0,0,3402,1915
1993,4,9,0,2,13207,66,5276,19293,65828,2470,253916,0,192298,0,61354,50100,264,0,15728,0,3606,0,7280,10043
1993,2,3,0,3,5663,913,5611,9192,31363,769,79053,0,43369,0,28571,21611,7113,7165,2587,2232,0,1106,3691,2177
1993,4,9,2,2,25347,331,1952,2679,9140,587,60317,0,47413,0,12904,7309,0,0,1831,1366,477,0,1084,1584
1993,4,8,0,5,11809,398,6573,4256,14521,0,0,5580,0,0,0,7141,0,761,1039,0,605,560,0,2834
1993,3,7,0,2,18632,1831,3891,10527,35918,1445,148546,0,99610,0,44423,16891,4513,14077,4950,0,2454,1071,0,3069
1993,3,5,4,2,5666,3432,218,16333,55728,0,0,5061,0,3563,0,20926,0,16489,9689,0,786,518,2527,2552
1993,2,3,0,2,47554,683,6602,3608,12310,1210,124388,0,96052,0,22647,9134,5689,0,3176,0,0,0,2119,1547
