Unique identifier for each respondent,Census Region,Census Division,Reportable states and groups of states,Type of housing unit,Final sample weight,"Heating degree days in 2009, base temperature 65F","Cooling degree days in 2009, base temperature 65F","Total Site Electricity usage, in kilowatt-hours, 2009","Total Site Electricity usage, in thousand BTU, 2009","Total Natural Gas usage, in hundred cubic feet, 2009","Total Natural Gas usage, in thousand BTU, 2009","Electricity usage for other purposes (all end-uses except SPH, COL, WTH, and RFG), in thousand BTU, 2009","Electricity usage for refrigerators, in thousand BTU, 2009","Electricity usage for air-conditioning, central and window/wall (room), in thousand BTU, 2009","Electricity usage for water heating, in thousand BTU, 2009","Electricity usage for space heating, in thousand BTU, 2009","Natural Gas usage for other purposes (all end-uses except SPH and WTH), in thousand BTU, 2009","Natural Gas usage for water heating, in thousand BTU, 2009","Natural Gas usage for space heating, in thousand BTU, 2009"
10157,2,4,12,2,3149.36,4550,1123,3513,11986,684,70110,10012.72,1036.92,936.36,0,0,9323.47,18013.21,42773.31
10158,1,2,3,5,7497.95,4630,1045,3525,12027,60,6150,2572.69,1429.23,565.84,3521.08,3938.16,6150,0,0
10159,2,4,10,1,7088.75,9404,344,13690,46710,584,59860,29840.72,5029.07,523.75,11316.46,0,0,0,59860
10160,1,2,5,2,15864.36,5579,662,3776,12884,1308,134071,9174.45,3709.55,0,0,0,14960.93,24979.23,94130.34
10161,3,5,15,2,6054.97,3087,1760,17240,58823,0,0,22888.91,4512.39,10210.17,8652.97,12558.56,0,0,0
10162,3,5,16,2,15966.07,3860,1299,17539,59843,618,63345,32510.53,3959.79,7365.06,12583.11,3424.52,0,0,63345
10163,4,10,26,4,6951.94,1583,1856,7961,27163,210,21525,16866.73,5279.08,5017.19,0,0,4574.79,4613.22,12336.99
10164,4,10,26,3,5988.14,2192,692,4017,13706,57,5843,4067.9,2225.17,867.46,2089.08,4456.39,599.03,0,5243.98
10165,3,5,15,2,6054.97,3048,1782,27267,93035,0,0,42722.55,6124.14,11218.9,18568.33,14401.09,0,0,0
10166,3,6,18,2,10560.97,4231,1288,2201,7510,353,36183,4841.87,956.35,1711.79,0,0,0,9474.52,26708.48
10167,4,10,26,2,3632.23,1113,658,12051,41118,207,21218,35683.8,5434.2,0,0,0,9294.78,11923.22,0
10168,3,5,15,2,7240.77,3128,1736,10537,35952,0,0,17523.64,2000.54,4600.36,4089.62,7737.85,0,0,0
10169,4,10,26,5,8122.52,1255,593,2424,8271,123,12607,5994.88,2152.17,123.96,0,0,4703.12,7904.38,0
10170,1,2,3,5,6663.81,4669,933,4467,15241,233,23883,10356.16,3346.16,1538.68,0,0,7167.7,0,16715.31
10171,3,7,21,2,8890.68,2339,2384,10147,34622,159,16298,17108.11,1777.1,9093.69,6643.1,0,0,0,16298
10172,3,5,15,2,7740.94,1724,2534,17801,60737,0,0,21239.42,6423.63,15234.13,12654.91,5184.91,0,0,0
10173,3,5,15,5,10090.43,3314,1113,5522,18841,453,46433,9481.76,3754.58,3890.88,0,1713.78,4790.91,15308.82,26333.27
10174,4,10,27,2,11535.95,5072,256,11267,38443,0,0,16041.27,2827.36,0,9410.89,10163.49,0,0,0
10175,3,6,19,2,9155.04,3307,1831,17993,61392,1202,123205,20975.01,7344.76,21728.28,0,11343.95,0,123205,0
10176,4,10,27,2,7951.52,3,3705,6087,20769,0,0,8748.34,3980.73,0,8039.93,0,0,0,0
10177,4,8,22,2,5600.99,6085,429,11122,37948,669,68573,28411.18,9536.82,0,0,0,0,19476.94,49096.06
10178,4,10,26,2,6858.53,1986,2496,5720,19517,418,42845,15974.45,2821.57,0,0,720.98,3709.17,15396.03,23739.8
10179,4,10,26,3,7056.97,864,1371,2363,8063,295,30238,6120.32,1942.68,0,0,0,2220.01,13187.15,14830.84
10180,3,5,17,1,13645.38,1317,3032,25710,87723,0,0,36168.38,7662.13,27882.21,10407.6,5602.68,0,0,0
10181,2,4,12,2,2778.26,4619,1217,10580,36099,718,73595,26154.26,2993.52,6950.87,0,0,0,19586.51,54008.49
10182,3,5,17,2,6540.32,413,4025,18811,64183,0,0,18075.8,3308.9,28909.99,11814.76,2073.55,0,0,0
10183,3,7,21,2,10921.71,1246,3742,12728,43428,253,25933,13339.92,3009.82,27078.27,0,0,0,10302.16,15630.84
10184,3,5,17,2,6297.04,69,5048,6516,22233,0,0,10998.55,1079.81,5661.69,3789.12,703.84,0,0,0
10185,2,3,8,2,10845.19,6520,504,13932,47536,686,70315,27934.79,6207.82,1311.45,9930.52,2151.42,0,0,70315
10186,3,7,20,2,21446.1,3986,1456,11763,40135,547,56068,20531.62,2633.79,10740.95,4896.99,1331.65,0,0,56068
10187,2,3,7,2,14797.17,5280,793,19075,65084,0,0,33336.04,5706.14,3160.3,11590.53,11290.99,0,0,0
10188,3,5,15,2,10745.46,3105,1310,15422,52620,1298,133045,33028.75,4934.71,14656.54,0,0,15125.21,36155.26,81764.53
10189,4,9,24,2,9539.46,1004,4622,40603,138537,0,0,57045.96,6092.14,42879.72,26808.35,5710.84,0,0,0
10190,1,2,5,2,17543.67,5433,778,17693,60369,0,0,21195.73,6001.13,1545.58,12295.23,19331.34,0,0,0
10191,1,2,3,5,9130.42,4656,1058,3906,13327,635,65088,5621.84,4865.84,809.73,0,2029.59,809.69,8660.17,55618.14
10192,1,1,1,5,6286.39,6431,448,1933,6595,6,615,4722.43,1872.57,0,0,0,83.82,0,531.18
10193,4,8,23,2,9737.42,6252,450,12156,41476,1054,108035,27616.93,8338.79,5520.28,0,0,4073.65,48300.43,55660.92
10194,3,7,21,2,7577.54,2182,2517,12961,44223,496,50840,21657.6,8386.65,14178.75,0,0,11464.04,18593.01,20782.96
10195,4,10,26,5,9948.58,794,1451,1350,4606,81,8303,3518.66,1087.35,0,0,0,0,4534.96,3768.05
10196,2,4,10,2,4132.53,7429,561,4761,16245,775,79438,10279.98,2098.61,3866.42,0,0,6721.21,14198.01,58518.78
10197,3,7,21,2,7133.12,2114,2732,16735,57100,0,0,19742.21,3683.31,15764.98,11876.62,6032.88,0,0,0
10198,4,10,26,2,6090.67,1139,1195,15233,51975,462,47355,44830.06,7144.94,0,0,0,26052.77,21302.23,0
10199,1,2,3,4,12063.59,6218,666,2401,8192,29,2973,4309.62,2198.92,1683.39,0,0,599.28,2373.22,0
10200,4,9,24,2,9539.45,1120,4186,13257,45233,183,18758,12345.92,2988.84,26760.71,0,3137.23,0,18758,0
10201,1,2,3,1,6150.98,7822,188,12510,42684,0,0,21482.26,3433.84,617.42,11422.69,5727.8,0,0,0
10202,4,10,26,5,8122.52,1281,567,4457,15207,185,18963,10256.67,4536.48,413.85,0,0,5564.92,4960.05,8438.03
10203,3,5,14,2,13109.09,5207,795,25109,85672,32,3280,43432.74,7854.13,8964.35,10017.88,15402.9,3280,0,0
10204,3,5,15,2,6565.18,2865,1808,6009,20503,407,41718,10000.21,1349.3,1684.74,3003.4,4465.36,41718,0,0
10205,3,6,18,2,12629.22,4593,1068,8519,29067,614,62935,17696.81,3252.12,1980.16,6137.91,0,0,0,62935
10206,3,5,13,3,7930.79,4091,1439,13188,44997,0,0,16763.25,4235.58,0,7917.04,16081.13,0,0,0
10207,2,4,12,2,2969.4,5185,981,10545,35980,851,87228,21536.9,4968.88,7923.73,0,1550.5,4900.5,23219.65,59107.86
10208,4,10,26,2,6798.75,2207,1577,14390,49099,286,29315,21317.16,3950.52,12884.13,0,10947.19,7400.19,21914.82,0
10209,2,3,6,2,19088.84,5683,746,5813,19834,1878,192495,13739.7,3852.87,2241.44,0,0,17542.3,45933.55,129019.15
10210,2,4,11,2,4996.53,5185,1076,8202,27985,796,81590,21901.98,4183.74,1899.28,0,0,0,23602.27,57987.73
10211,2,4,11,5,4937.54,6446,846,6928,23638,274,28085,16779.76,4040.56,2817.68,0,0,0,3692.93,24392.07
10212,4,10,27,2,9263.27,5050,261,20052,68417,0,0,38139.98,4897.24,734.19,12576.52,12069.08,0,0,0
10213,2,3,6,2,23529.47,5420,773,9116,31104,1108,113570,22759.53,3513.31,3483.34,0,1347.82,17760.97,23390.57,72418.46
10214,4,10,26,2,8054.59,2292,2364,8383,28603,419,42948,12565.33,1795.05,13201.8,0,1040.83,0,12402.96,30545.04
10215,2,3,7,5,16986.62,4896,904,7240,24703,0,0,7823.33,2152.44,860.31,6175.27,7691.65,0,0,0
10216,4,10,26,2,8393.98,2492,1858,9157,31244,365,37413,18419.02,5178.37,7646.6,0,0,5975.51,14199.86,17237.63
10217,3,5,13,1,13625.2,4807,727,12496,42636,0,0,20779.86,1771.03,1336.41,7813.9,10934.8,0,0,0
10218,3,5,15,2,6506.71,3134,1672,9599,32752,637,65293,17808.19,3822.85,11120.96,0,0,4348.9,19362.81,41581.29
10219,3,6,18,2,12110.19,3603,1357,17812,60775,0,0,40390.17,15426.87,4957.96,0,0,0,0,0
10220,3,5,13,2,10215.14,3322,1661,12340,42104,361,37003,32991.58,3999.9,5112.52,0,0,0,13010.43,23992.57
10221,2,4,12,2,2566.03,4587,1227,64232,219160,24,2461,107848.89,20387.19,30342.38,37834.89,22746.65,2460.52,0,0
10222,4,8,22,2,5128.66,5771,635,334,1140,498,51045,925.02,214.98,0,0,0,0,14646.32,36398.68
10223,1,2,5,2,17552.97,5439,787,15557,53080,763,78208,22695.61,2581.84,6563.3,7982.84,13256.41,0,0,78208
10224,4,9,25,2,10344.9,4151,1303,10072,34366,221,22653,12937.55,4358.66,0,11570.7,5499.09,4211.23,0,18441.77
10225,4,10,26,2,7169.31,896,2039,6067,20701,654,67035,14507.82,3648.83,2544.36,0,0,18762.19,23081.12,25191.69
10226,2,3,8,1,19137.16,6718,384,3783,12908,718,73595,9576.19,3003.83,327.98,0,0,8053.17,18335.57,47206.26
10227,2,4,12,2,2969.4,5021,1064,11604,39593,550,56376,26728.57,4039.28,8825.15,0,0,0,11319.68,45055.83
10228,2,3,7,2,14563.97,5692,709,7192,24539,1795,183988,20522.08,4016.92,0,0,0,15720.22,37964.89,130302.89
10229,3,5,17,2,6557.74,151,4461,25814,88077,0,0,49184.45,4758.52,24974.48,7263.49,1896.06,0,0,0
10230,2,4,12,2,2969.4,5390,890,10257,34997,1057,108343,23811.78,2686.1,8499.12,0,0,0,31595.15,76747.85
10231,3,5,17,2,6792.48,761,3306,30342,103527,0,0,62169.83,3788.56,21491.14,11042.38,5035.1,0,0,0
10232,1,2,3,2,7862.34,5153,718,3628,12379,1579,161848,10159.72,1859.19,360.09,0,0,29701.68,41443.6,90702.72
10233,2,4,12,4,3910.2,4553,1246,20418,69666,0,0,19225.15,6825.74,6567.79,12930.53,24116.8,0,0,0
10234,1,2,5,2,16272.05,5761,570,12598,42984,0,0,27913.36,2370.7,1674.92,8168.27,2856.76,0,0,0
10235,2,4,10,2,5126.84,6507,597,3592,12256,0,0,8938.01,1294.21,0,0,2023.79,0,0,0
10236,3,7,21,2,9979.94,1196,3606,8317,28378,421,43153,8392.07,2494.07,17491.86,0,0,5714.99,16733.37,20704.64
10237,4,10,26,2,6466.42,1449,1215,7014,23932,399,40898,16628.22,1286.69,1173.94,0,4843.15,15177.36,25720.65,0
10238,1,2,3,4,7553.73,4858,845,4025,13733,299,30648,9138.24,3863.55,731.21,0,0,3936.87,7285.31,19425.82
10239,1,1,1,5,16649.24,6711,434,3031,10342,0,0,6029.47,3923.87,388.67,0,0,0,0,0
10240,4,10,26,5,6900.46,1291,557,4266,14556,526,53915,10797.58,3758.42,0,0,0,25518.09,28396.91,0
10241,1,2,3,2,7559.64,6868,297,7543,25737,970,99425,19737.97,4008.35,0,0,1990.69,7217.73,28193.72,64013.55
10242,3,5,13,1,13742.21,3429,1641,14925,50924,0,0,21766.69,3208.74,0,13092.7,12855.88,0,0,0
10243,3,6,19,2,13486.7,3807,1494,9084,30995,526,53915,17699.77,2617.81,5839.59,4837.82,0,0,0,53915
10244,2,4,10,3,4622.79,7300,428,8697,29674,512,52480,23689.77,4941.93,1042.3,0,0,6246.88,12060.78,34172.35
10245,2,4,11,2,4491.8,4775,1332,3798,12959,300,30750,8831.28,1737.35,2390.37,0,0,0,16415.87,14334.13
10246,1,2,3,4,7553.73,4785,1017,2902,9902,1103,113058,4409.89,2371.31,3120.8,0,0,38386.77,34239.7,40431.52
10247,1,1,2,2,3912.87,6667,389,6620,22587,0,0,20152.56,2434.44,0,0,0,0,0,0
10248,3,5,17,1,10027.74,650,3242,17803,60744,0,0,20783.41,4566.44,18497,11003.15,5894,0,0,0
10249,3,5,13,2,9229.28,4791,732,17239,58819,0,0,28368.38,4514.02,2761.74,9835.96,13338.9,0,0,0
10250,2,3,7,2,17888.36,6533,529,11400,38897,1489,152623,24447.91,5174.49,1512.51,7762.08,0,0,0,152623
10251,4,10,27,2,11925.04,6363,258,11256,38405,662,67855,23041.62,4991.61,0,7942.35,2429.42,0,0,67855
10252,2,3,7,4,23234.06,5182,1112,1390,4743,790,80975,2937.4,857.9,947.7,0,0,2398.85,8552.46,70023.69
10253,1,1,2,2,5468.41,6637,405,3994,13628,1187,121668,10421.51,3022.36,184.14,0,0,13789.26,26307.49,81571.25
10254,4,10,26,3,5717.72,2989,532,4375,14928,573,58733,9643.57,2952.02,0,0,2332.41,0,25989.21,32743.79
10255,3,7,20,2,13737.51,3471,1609,11544,39388,0,0,20195.45,1867.1,3787.27,7633.55,5904.64,0,0,0
10256,4,10,27,2,9131.56,4633,476,16826,57410,826,84665,43577.01,5375.06,3111.33,0,5346.61,0,34371.82,50293.18
10257,4,10,26,1,6913.06,2398,1790,6013,20516,605,62013,8454.22,1261.97,1790,5777.43,3232.33,62013,0,0
10258,4,10,27,2,9007.73,7121,579,3569,12177,0,0,5048.94,1850,0,4031.86,1246.2,0,0,0
10259,2,3,7,2,14615.7,5367,745,4826,16466,420,43050,7654,2511.76,0,5171.22,1129.02,0,0,43050
10260,4,10,27,2,8854.9,4911,327,19241,65650,0,0,39872.79,3528.88,954.55,16207.56,5086.23,0,0,0
10261,4,8,22,5,5565.54,5457,704,4231,14436,292,29930,12086.11,2116.36,233.53,0,0,0,10091.49,19838.51
10262,3,5,14,2,13494.45,5304,818,21086,71945,0,0,44142.72,8589.6,2121.35,14834,2257.33,0,0,0
10263,1,1,1,2,5639.39,8724,257,14732,50266,0,0,45730.78,4535.22,0,0,0,0,0,0
10264,3,5,17,2,8383.69,212,4063,29958,102217,0,0,49480.17,6621.13,32514.88,8882.43,4718.4,0,0,0
10265,2,4,10,2,9999.81,11933,0,7023,23962,483,49508,16074.89,4071.94,0,0,3815.18,0,9076.54,40431.46
10266,2,3,7,2,14727.35,5442,690,14273,48699,751,76978,39243.04,3122.54,4427.92,0,1905.5,4014.54,22677.2,50286.27
10267,3,5,15,2,8064.03,3593,1349,17635,60171,683,70008,38705.73,6069.73,13843.3,0,1552.25,11008.56,20992.34,38007.1
10268,3,5,17,2,6904.97,514,3753,26813,91486,0,0,48927.91,7536.48,19662.8,9294.78,6064.03,0,0,0
10269,3,7,21,2,7788.02,2145,2766,5653,19288,850,87125,11765.61,1345.8,6176.59,0,0,27614.9,26154.45,33355.65
10270,4,9,25,4,11697.55,1668,4277,7982,27235,185,18963,6564.04,2555.54,9699.07,3501.12,4915.23,18963,0,0
10271,2,4,12,2,2742.57,4361,1175,18452,62958,0,0,29140.04,3424.58,3438.61,13515.98,13438.79,0,0,0
10272,3,5,14,3,10329.36,4946,756,5864,20008,446,45715,16282.96,3062.25,662.79,0,0,2897.51,11044.82,31772.67
10273,4,9,25,2,11475.38,4117,1474,10376,35403,928,95120,25520.36,3967.55,5915.09,0,0,9124.96,24351.05,61643.99
10274,3,5,16,2,15966.07,4252,1038,14503,49484,956,97990,29760.57,6453.48,7910.91,5359.05,0,4988.39,0,93001.62
10275,3,7,20,2,32594.53,3478,1564,16672,56885,0,0,23246.13,4747.71,10434.4,10954.39,7502.37,0,0,0
10276,3,7,21,2,8345.55,1248,3300,34918,119140,725,74313,54637.49,6233.09,58269.42,0,0,18156.08,32096.54,24060.38
10277,3,7,21,4,8508.14,2296,2520,7890,26921,0,0,6052.63,1712.88,5623.57,4838.81,8693.11,0,0,0
10278,2,4,11,2,6139.28,4675,1363,11645,39733,1111,113878,28604.34,4068.83,5228.48,0,1831.36,16480.94,21071.41,76325.66
10279,4,10,26,5,7465.21,1120,1969,3557,12136,107,10968,5700.98,1842.28,1539.54,0,3053.2,0,10968,0
10280,4,10,27,2,11965.17,4987,280,13059,44557,0,0,22866.13,3590.43,622.9,4431.67,13045.87,0,0,0
10281,4,10,26,2,12655.99,2388,1022,7240,24703,612,62730,18533.19,3752.6,1214.02,0,1203.2,0,21620.92,41109.09
10282,1,2,3,5,11021.93,4718,1042,3925,13392,0,0,4343.13,2290.51,1207.66,3266.99,2283.71,0,0,0
10283,1,2,3,2,8159.84,6126,605,24728,84372,0,0,52797.31,12204.94,1261.39,18108.36,0,0,0,0
10284,2,4,12,2,3409.68,4465,1275,14620,49883,0,0,30319.7,4604.38,13451.04,0,1507.89,0,0,0
10285,4,10,26,2,7756.1,2528,482,8065,27518,500,51250,17213.16,2361.03,0,0,7943.81,0,51250,0
10286,4,10,26,5,9870.34,2533,714,2711,9250,204,20910,5518.35,2306.04,0,0,1425.62,0,4895.27,16014.73
10287,3,5,16,2,15966.07,3141,1635,14337,48918,958,98195,28474.31,4534.38,8640.45,7268.87,0,0,0,98195
10288,4,10,26,2,7305.36,1606,1830,5762,19660,216,22140,11653,2773.19,5234.11,0,0,4542.52,7383.2,10214.28
10289,1,1,1,3,5999.61,5517,667,4986,17012,627,64268,12118.68,1081.33,649.08,3162.91,0,2563.81,0,61704.19
10290,1,2,3,4,11336.66,4728,1013,2686,9165,1014,103935,7576.42,1588.58,0,0,0,5205.32,35559.89,63169.79
10291,4,10,26,2,7537.76,2215,1571,6309,21527,573,58733,14570.63,4379.89,2576.01,0,0,17901.2,16575.14,24256.66
10292,2,3,6,4,20518.26,5566,777,11066,37757,1403,143808,30485.06,4551.72,926.92,0,1793.3,24427.03,31440.66,87940.31
10293,4,9,24,5,12512.07,1402,3130,3529,12041,0,0,2536.89,1442.64,3008.59,2421.25,2631.35,0,0,0
10294,3,7,21,3,5800.45,1173,3283,9894,33758,238,24395,16541.36,4159.28,6791.82,0,6265.54,0,24395,0
10295,1,1,1,2,5639.39,9458,150,9652,32933,0,0,21159.49,2217.34,265.08,9291.1,0,0,0,0
10296,1,2,4,2,15489.57,5046,738,7569,25825,1177,120643,16606.29,4561.59,2713.85,0,1943.27,18115.89,32106.38,70420.73
10297,3,5,14,3,10153.14,5203,872,26077,88975,0,0,42804.82,3644.02,1005.32,21206.12,20314.72,0,0,0
10298,4,10,26,2,9163.15,1384,1952,4705,16053,422,43255,8558.09,1306.23,6188.69,0,0,6999.78,15380.86,20874.37
10299,2,3,8,5,18580.03,6295,539,2892,9868,610,62525,7147.74,2253.5,466.76,0,0,5565.71,6614.34,50344.95
10300,1,2,3,2,9610.9,4974,880,11004,37546,35,3588,20322.77,6903.88,627.2,7702.77,1989.38,3588,0,0
10301,4,9,25,2,11049.91,1872,3823,5689,19411,324,33210,6374.52,2098.93,7650.74,0,3286.81,9177.98,24032.03,0
10302,3,6,18,2,9469.55,3980,1509,6417,21895,0,0,10683.42,1284.61,906.3,8277.99,742.68,0,0,0
10303,1,1,1,5,8969.92,7038,435,2876,9813,569,58323,6240.52,3264.94,307.55,0,0,0,9263.34,49059.66
10304,3,7,20,2,14249.48,3004,1830,12381,42244,697,71443,17605.38,5034.99,7784.03,11819.61,0,20169.29,0,51273.71
10305,3,7,20,2,13331.54,1685,2767,12425,42394,287,29418,27491.84,2469.13,6715.82,0,5717.22,11191.02,18226.98,0
10306,3,5,17,2,7495.46,457,3898,8226,28067,0,0,7386.43,2787.3,14599.97,3293.29,0,0,0,0
10307,3,7,21,2,8345.55,1142,3360,23756,81055,285,29213,45046.58,9895.69,26112.72,0,0,2577.27,11337.99,15297.74
10308,4,10,27,2,9131.57,4992,346,8721,29756,737,75543,24068.03,3556.95,2131.03,0,0,0,22770.89,52772.11
10309,3,5,13,5,9433.48,4006,1470,4394,14992,221,22653,8425.62,3476.02,3090.36,0,0,2154.81,8134.52,12363.67
10310,1,2,5,2,16951.04,5761,598,9396,32059,866,88765,24897.3,4261.24,2900.46,0,0,9717.71,22646.03,56401.26
10311,1,2,3,5,8171.47,6696,391,4506,15374,303,31058,12927.49,1970.04,476.47,0,0,0,10681.35,20376.65
10312,1,1,1,5,6647.68,6511,439,3091,10546,830,85075,8610.57,1935.43,0,0,0,0,21661.14,63413.86
10313,3,5,13,3,9832.49,4525,1228,7264,24785,589,60373,11115.64,3976.53,7537.12,0,2155.72,4609.88,14730.37,41032.75
10314,1,2,3,2,10734.46,7061,279,4104,14003,573,58733,9608.61,2714.46,297.66,0,1382.26,2237.46,13290.84,43204.7
10315,1,2,3,4,8981.39,4835,836,3710,12659,78,7995,5755.06,1243.79,0,5660.15,0,7995,0,0
10316,3,7,21,2,10669.31,1257,3464,7181,24502,341,34953,12514.07,2732.61,9255.32,0,0,7389.24,11827.39,15736.37
10317,3,5,17,2,6996.13,308,4137,10691,36478,0,0,18247.79,3241.87,6764.44,5709.67,2514.23,0,0,0
10318,1,1,1,2,6027.16,5449,711,12191,41596,0,0,33591.25,4284.58,3720.16,0,0,0,0,0
10319,4,9,24,4,11725.79,1107,3657,14965,51061,0,0,20497.97,4576.58,13922.65,6140.85,5922.96,0,0,0
10320,3,7,20,2,32594.55,3740,1543,26635,90879,0,0,38236.53,9726.03,4376.12,20988.44,17551.88,0,0,0
10321,4,10,26,4,9295.74,1412,905,3385,11550,175,17938,8018.8,3531.2,0,0,0,436.56,6319.81,11181.62
10322,4,10,26,2,7503.02,2528,790,2594,8851,522,53505,7203.67,1013.31,0,0,634.03,14796.99,13981.96,24726.05
10323,3,5,13,2,9396.76,4461,1270,6279,21424,1488,152520,10242.99,7198.66,3982.35,0,0,0,47873.96,104646.04
10324,1,1,1,2,5629.1,7144,327,13789,47048,0,0,40155.46,5754.89,1137.65,0,0,0,0,0
10325,2,4,10,2,4193.99,7867,386,9154,31233,1042,106805,19354.61,1977.3,2312.52,7588.57,0,0,0,106805
10326,3,5,16,2,18600.17,3732,1133,9580,32687,0,0,15017,4120.11,1170.39,4891.45,7488.05,0,0,0
10327,4,10,26,2,3632.23,1163,608,7908,26982,547,56068,21884.38,4439.17,0,0,658.45,7993.79,25686.97,22387.24
10328,3,5,13,2,9673.88,4684,1119,13859,47287,0,0,26170.58,4863.6,0,6884.03,9368.79,0,0,0
10329,3,5,13,2,9673.88,4408,1266,30513,104110,0,0,40854.79,9237.92,23075.59,13693.24,17248.46,0,0,0
10330,3,7,21,2,8345.55,1139,3485,10300,35144,305,31263,22010.81,4225.18,8908.01,0,0,10620.94,10059.23,10582.83
10331,2,3,6,2,22379.57,6391,598,4330,14774,1103,113058,7782.99,4552.65,2438.36,0,0,9447.35,20219.88,83390.77
10332,2,3,7,2,14615.7,6765,456,14011,47805,1562,160105,38234.11,6051.08,3520.28,0,0,11299.72,25321.18,123484.1
10333,3,5,14,2,33021.89,5296,821,19782,67496,0,0,31470.68,4899.59,2579.35,10902.33,17644.05,0,0,0
10334,2,4,12,2,3242.22,4250,1508,3011,10274,737,75543,6889.12,3384.82,0,0,0,862.91,0,74680.09
10335,3,5,16,5,14976.74,3645,1501,16604,56653,0,0,17258.64,4648.65,2193.52,18333.99,14218.19,0,0,0
10336,4,9,24,2,10545,1737,3020,11962,40814,459,47048,13852.04,4385.9,16029.05,6547.02,0,5467.55,0,41580.45
10337,1,1,2,5,4294.15,5446,647,2017,6882,0,0,1838.56,797.3,196.25,1646.81,2403.09,0,0,0
10338,3,5,15,2,8458.37,3053,1656,10170,34700,413,42333,19256.71,2281.35,11196.19,0,1965.75,1512.39,10383.49,30437.12
10339,4,10,26,2,7131.08,3727,1008,9978,34045,0,0,14461.15,5639.75,485.11,12383.66,1075.33,0,0,0
10340,3,7,20,2,22266.99,3557,1530,908,3098,0,0,1976.38,284.84,313.58,523.21,0,0,0,0
10341,4,10,26,5,9742.49,2420,546,3604,12297,512,52480,9441.11,2855.89,0,0,0,0,16905.72,35574.28
10342,3,7,21,2,7274.58,1387,3611,6014,20520,283,29008,6924.63,1633.88,8863.88,0,3097.61,0,29008,0
10343,1,2,5,2,17351.46,6634,320,15882,54189,0,0,45071.67,5279.64,398.09,0,3439.61,0,0,0
10344,2,4,10,2,8338.29,10242,188,23439,79974,0,0,38822.25,5844.92,0,9300.91,26005.92,0,0,0
10345,3,6,18,2,11362.76,1562,2757,18176,62017,244,25010,39362.54,3594.1,12500.94,0,6559.42,0,25010,0
10346,2,3,7,2,16521.9,6432,553,32395,110532,0,0,54455.53,8767.69,1615.76,15547.41,30145.61,0,0,0
10347,3,5,17,2,6004.19,201,4325,17745,60546,0,0,23814.34,1941.16,26435.88,6391.47,1963.15,0,0,0
10348,1,2,5,2,16549.72,6088,526,4567,15583,0,0,13032.36,2258.26,292.38,0,0,0,0,0
10349,4,10,26,2,7169.31,1167,1544,8459,28862,333,34133,20547.88,3975.81,4338.31,0,0,6586.07,13052.94,14493.99
10350,3,5,16,2,12332.24,3391,1706,14371,49034,0,0,27056.03,3319.48,3769.6,14888.9,0,0,0,0
10351,1,2,3,2,7955.4,6781,389,3850,13136,909,93173,10829.56,1370.09,936.36,0,0,0,24422.04,68750.96
10352,4,10,26,2,6466.42,1121,1592,6985,23833,437,44793,10199.13,4690.11,5426.39,0,3517.37,15719.92,29073.08,0
10353,4,10,27,2,9263.27,4964,287,13564,46280,0,0,22919.9,1956.3,0,11290.93,10112.87,0,0,0
10354,3,5,13,2,10215.14,3283,1681,12022,41019,681,69803,24629.84,2377.58,14011.58,0,0,0,26121.37,43681.63
10355,2,3,7,2,14727.35,6150,593,15067,51409,1065,109163,44339.41,3520.35,3549.24,0,0,5743.63,32444.45,70974.93
10356,2,3,9,2,10317.95,6642,652,16410,55991,1354,138785,44254.22,9712.18,0,0,2024.6,5617.94,28434.38,104732.68
10357,2,4,12,2,2599.86,5378,947,25972,88616,0,0,46431.32,6026.82,2614.97,15759.16,17783.73,0,0,0
10358,3,5,15,4,6070.64,2443,2099,5308,18111,462,47355,13258.37,2393.18,2459.45,0,0,12057.78,4963.91,30333.31
10359,2,4,10,3,4870.46,7315,549,10777,36771,661,67753,28378.13,6049.56,2343.32,0,0,0,11981.88,55771.12
10360,1,1,1,2,5629.1,6133,538,13470,45960,0,0,43153.14,2806.86,0,0,0,0,0,0
10361,4,10,26,2,8877.69,2494,254,3401,11604,309,31673,7800.1,3803.9,0,0,0,4067.45,8737.47,18868.09
10362,4,10,26,3,6396.68,2221,355,2170,7404,294,30135,5308.23,2095.77,0,0,0,9563.77,9027.08,11544.15
10363,3,7,21,5,8744.52,4346,1215,4858,16575,426,43665,10440.35,2686.43,2024.82,0,1423.41,0,4247.49,39417.51
10364,3,5,15,2,5929.24,3142,1668,12555,42838,775,79438,19249.88,6135.26,4641.69,6018.32,6792.85,79438,0,0
10365,3,5,13,2,10616.05,3933,1368,22933,78247,496,50840,46379.14,8649.08,21499.85,0,1718.93,9994.45,13494.02,27351.53
10366,1,2,3,4,7438.94,4762,1025,4466,15238,522,53505,8961.5,4638.64,1637.87,0,0,23022.22,30482.78,0
10367,4,10,27,5,10651.14,4988,286,8528,29098,0,0,8760.8,1628.7,0,10031.37,8677.13,0,0,0
10368,4,10,26,2,7264.47,1217,1475,5020,17128,262,26855,12379.65,2122.27,2626.09,0,0,6089.78,9918.51,10846.71
10369,4,10,26,5,9918.94,1740,1448,3619,12348,246,25215,6822.89,1540.69,0,0,3984.42,4848.81,20366.2,0
10370,4,10,26,2,7874.58,2370,1816,12767,43561,0,0,21180.95,2339.39,0,14218.6,5822.06,0,0,0
