Survey Year,Census Region,Census Division,Four Largest States,Type of Home  (Respondent answer),The Final Weight,Heat Deg-Days: Base65 01 TO 12-2005 (Inoculated),Cool Deg-Days: Base65 01 TO 12-2005 (Inoculated),Kilowatt Hours Of Electricity Used,Electric Annual Use In Thousands of BTU,CCFS (Hundred Cubic Feet) Of Natural Gas,Natural Gas Annual Use In Thousands Of BTU,Electric Dryer Use (Estimated) in Thousands of BTU,Electric Dishwasher Use (Estimated) in Thousands of BTU,Electric Freezer Use (Estimated) in Thousands of BTU,Electric Refrigerator Use (Estimated) in Thousands of BTU,Electric Cooking or Use (Estimated) in Thousands of BTU,Electric AC Use (Estimated) in Thousands of BTU,Electric Water Heat Use (Estimated) in Thousands of BTU,Electric Space Heat Use (Estimated) in Thousands of BTU,Electric Appliance Use (Estimated) in Thousands of BTU,Natural Gas Appliance Use (Estimated) in Thousands of BTU,Natural Gas Water Heat Use (Estimated) in Thousands of BTU,Natural Gas Space Heat Use (Estimated) in Thousands of BTU
1997,1,2,1,5,13025,4950,815,3466,11826,41,4240,0,0,0,5199,0,1563,0,0,5064,4240,0,0
1997,2,4,0,4,17617,5427,1043,21913,74767,0,0,0,0,0,5488,3742,4607,10972,37496,16204,0,0,0
1997,4,9,2,3,17727,1042,1913,8711,29722,558,57307,0,0,0,2818,1441,0,6675,8359,11870,57307,0,0
1997,4,8,0,2,12231,6528,507,8544,29152,960,98592,0,2147,2195,3589,2405,0,0,0,25563,3554,27375,67663
1997,3,6,0,2,14875,3274,1501,6726,22949,0,0,3036,0,2051,2861,1385,2886,3865,0,13337,0,0,0
1997,3,5,0,2,19110,2793,1521,14028,47865,137,14095,2804,409,0,4266,2078,9961,0,14895,18743,0,14095,0
1997,2,3,0,2,26022,6142,738,5055,17248,649,66652,1868,273,0,2330,439,3015,0,0,11903,1890,6060,58702
1997,4,8,0,5,14043,915,5161,7783,26557,0,0,0,285,0,3280,1112,9055,4724,927,8571,0,0,0
1997,2,3,0,2,33714,7849,542,16258,55472,1064,109273,0,0,4400,4341,0,0,18370,0,32761,14266,0,95007
1997,3,5,0,2,19655,3194,1363,7405,25266,0,0,0,0,2465,2052,0,1133,8785,0,13296,0,0,0
1997,3,5,4,2,36732,163,4288,29002,98955,0,0,5560,3625,0,24289,2969,30986,0,2577,41103,0,0,0
1997,4,8,0,2,13009,4350,1327,22394,76408,400,41080,6680,5408,0,17570,2813,0,0,0,58838,0,16922,24158
1997,1,2,1,2,11120,4788,993,6533,22291,0,0,3356,392,0,3436,1094,1236,0,0,17619,0,0,0
1997,2,3,0,3,18532,6721,528,7741,26412,1277,131148,0,615,4925,8800,0,0,0,0,17612,9509,20236,101403
1997,3,5,0,1,20385,3220,1314,12706,43353,0,0,0,0,0,2197,2178,3791,10427,14388,12550,0,0,0
1997,4,9,2,5,22236,997,1992,5217,17800,300,30810,0,0,0,4744,0,0,0,0,13056,5227,18626,6957
1997,2,4,0,1,12003,8336,685,7709,26303,0,0,4331,0,0,3467,2465,1885,6429,0,14522,0,0,0
1997,4,9,2,5,22709,808,1724,1652,5637,0,0,0,0,0,1206,237,0,1460,313,2658,0,0,0
1997,4,9,2,5,21976,834,1671,3691,12594,0,0,0,0,0,1497,1256,1238,5184,425,4250,0,0,0
1997,3,5,0,2,19110,2819,1458,20325,69349,879,90273,4547,664,0,17377,1511,19156,0,0,32816,0,28383,61890
1997,4,9,0,4,12022,7588,191,20167,68811,0,0,0,0,0,3825,2758,716,14403,36975,12892,0,0,0
1997,3,7,3,2,18279,1975,2707,3429,11700,455,46729,0,0,0,3413,0,3367,0,971,3949,3524,12934,30271
1997,3,5,0,1,23094,5005,877,9276,31650,544,55869,2461,0,0,5078,0,3347,8504,0,14721,0,0,55869
1997,4,9,2,2,24724,1541,2077,8430,28763,481,49440,6396,0,0,4583,0,3827,0,1026,19327,5476,19894,24070
1997,4,8,0,2,11140,6874,792,15104,51535,0,0,4028,4069,10034,9374,2872,0,0,0,42161,0,0,0
1997,3,6,0,2,16141,5168,764,21163,72208,0,0,3670,0,7186,3016,1632,5641,17398,20999,25154,0,0,0
1997,4,9,2,2,23570,2186,272,2240,7642,314,32238,0,0,0,581,0,0,0,0,7061,0,14245,17993
1997,2,3,0,4,34653,6468,747,6313,21540,1380,141704,0,0,0,2652,0,0,0,0,18888,8829,32261,100614
1997,4,8,0,2,8118,1198,3865,11930,40705,175,17973,0,0,0,9892,1871,6531,0,7105,17177,4190,13783,0
1997,4,9,2,1,18774,2163,1368,4970,16956,378,38855,0,0,0,4548,687,4310,0,1089,7009,3277,9816,25762
1997,3,7,0,1,9307,1869,2554,18384,62726,121,12427,3870,0,5229,5073,1951,19071,11446,1443,25693,0,0,12427
1997,2,3,0,4,39518,6296,665,4557,15548,861,88443,0,0,0,5049,1007,1413,0,0,9086,0,10798,77645
1997,3,7,3,5,17210,1507,3065,7823,26692,0,0,0,0,0,3399,0,7013,4396,2456,9428,0,0,0
1997,2,4,0,2,10454,8399,521,6642,22663,0,0,0,2017,1674,3006,2079,2124,0,0,17533,0,0,0
1997,1,2,0,2,23482,5275,775,13291,45350,1557,159864,0,3777,0,6546,0,5339,0,0,33465,15643,40479,103742
1997,4,9,2,2,11396,943,1250,2521,8602,386,39642,0,0,0,2298,0,0,0,0,6304,5119,16854,17669
1997,3,6,0,2,11337,4235,1476,10582,36106,658,67577,2202,321,8874,7036,785,6514,0,0,22556,0,10460,57117
1997,3,6,0,2,13714,2882,1669,29192,99603,1091,112046,5068,592,9023,17278,3010,29947,0,0,52378,0,35473,76573
1997,3,6,0,5,8070,4208,1511,7517,25648,0,0,0,0,0,1641,718,3065,6889,4835,9218,0,0,0
1997,3,6,0,2,10285,3196,1593,9250,31561,502,51555,0,633,5251,4498,2186,4634,0,0,22429,0,12228,39327
1997,3,5,0,2,24248,3222,1291,9895,33762,453,46523,2878,0,0,3298,956,5152,9194,0,16118,0,0,46523
1997,2,3,0,4,26889,6132,544,20933,71423,2050,210535,11029,4797,5689,3170,0,2374,0,0,65879,17573,48752,144210
1997,3,5,4,2,25882,765,3094,18841,64285,0,0,3195,0,4364,8082,2129,13093,10830,6248,26032,0,0,0
1997,3,5,4,2,18950,290,3872,8295,28303,0,0,2377,347,0,4035,558,10614,2784,1654,9216,0,0,0
1997,1,2,0,1,16773,6326,408,5727,19541,643,66036,1972,0,1189,2649,0,1826,0,0,15066,3771,14909,47356
1997,3,5,0,2,32616,2360,1749,19880,67831,0,0,0,2934,5152,9495,1198,6418,11639,16443,23836,0,0,0
1997,3,5,4,2,17765,480,3186,6451,22011,0,0,0,0,0,1725,385,7557,3677,2408,6644,0,0,0
1997,3,6,0,4,13835,4418,1237,9230,31493,558,57307,2490,0,0,2645,813,3142,0,13450,12256,0,57307,0
1997,1,2,1,5,7906,4616,1158,1987,6780,110,11297,0,0,0,2176,0,0,0,0,4604,11297,0,0
1997,4,8,0,2,8948,1035,4610,6411,21874,374,38410,0,0,0,5520,0,0,0,0,16354,8546,15080,14784
1997,3,5,0,3,21841,4660,1086,3738,12754,1947,199957,2343,0,0,3095,0,0,0,0,9659,8671,37790,153496
1997,3,5,4,2,23294,454,3350,11030,37634,0,0,2992,1950,0,4441,976,6497,8724,2058,15914,0,0,0
1997,1,2,0,3,17237,4560,1150,4206,14351,628,64496,0,1648,0,1493,0,2529,0,0,10329,9205,17290,38001
1997,1,1,0,2,24025,7054,344,3418,11662,0,0,2374,347,0,2681,557,0,0,0,8981,0,0,0
1997,1,1,0,2,10673,6481,513,4544,15504,1441,147991,0,1927,0,2595,0,0,0,710,12199,7489,21997,118505
1997,4,9,0,2,20977,5172,80,5797,19779,510,52377,2834,332,0,3778,755,0,0,0,16001,0,14951,37426
1997,2,4,0,2,16407,4885,1449,9001,30711,1072,110094,2606,2110,0,6075,0,7552,0,0,17084,6309,30019,73766
1997,1,1,0,5,13435,5369,801,16650,56810,0,0,0,603,0,5142,1941,2306,19526,10608,19228,0,0,0
1997,1,2,0,4,15548,5894,648,8877,30288,0,0,0,0,0,3069,0,0,4275,18562,4382,0,0,0
1997,1,2,0,2,38377,5701,482,3374,11512,726,74560,1468,214,1103,2025,0,680,0,0,8807,3526,13723,57311
1997,3,6,0,2,16024,2460,2214,12483,42592,0,0,6047,0,0,8556,0,0,7949,7322,18765,0,0,0
1997,1,1,0,2,7379,5628,760,3573,12191,1605,164846,0,161,0,2379,519,512,0,0,9300,10863,23900,130083
1997,2,3,0,1,19833,7311,365,6059,20673,1259,129299,0,3058,0,3637,0,0,0,0,17036,7021,34450,87828
1997,4,9,2,5,12222,1063,1120,1855,6330,237,24340,0,0,0,3448,0,0,416,0,2466,4461,15924,3955
1997,2,3,0,2,26982,5956,876,7536,25713,1124,115435,0,0,3449,6445,0,2991,0,0,16277,7907,20133,87395
1997,1,1,0,5,10849,5625,634,649,2214,642,65909,0,0,0,777,0,0,0,0,1437,4692,14954,46263
1997,3,7,3,2,28207,4302,1702,38196,130325,0,0,5430,4396,6160,10146,4924,10017,19667,26760,63735,0,0,0
1997,2,4,0,2,15256,7311,558,12212,41667,932,95716,4134,0,1774,2100,1730,1937,14586,0,23044,0,0,95716
1997,1,2,0,2,14381,5379,703,14217,48508,0,0,3565,0,0,4334,837,2105,5947,22879,13243,0,0,0
1997,1,2,1,2,16231,7739,173,4282,14610,1824,187325,0,0,0,7024,1909,0,0,0,7586,0,19835,167490
1997,3,5,4,2,22822,305,3734,10346,35301,0,0,3230,2106,0,4102,609,10006,3057,1728,16408,0,0,0
1997,2,4,0,1,23272,7347,545,3238,11048,1383,142034,1774,0,0,1558,0,2228,0,0,7262,6351,25365,110318
1997,4,9,2,5,16818,6147,46,4224,14412,191,19604,0,0,0,1682,0,365,0,6000,6365,3974,15630,0
1997,1,1,0,2,16800,5390,788,8084,27583,0,0,3892,3166,0,5351,1293,1148,0,0,21084,0,0,0
1997,1,1,0,2,8889,7361,308,5077,17323,0,0,0,0,0,2583,567,0,3553,899,10288,0,0,0
1997,3,7,3,4,20728,1541,2934,10951,37365,0,0,0,663,0,4010,1067,6135,6816,8937,11467,0,0,0
1997,1,2,0,3,15095,6435,417,4285,14620,1416,145423,0,0,0,6663,0,0,0,0,7957,4605,17214,123604
1997,2,3,0,2,24791,6163,902,6316,21550,1403,144088,0,502,0,4888,0,3511,0,0,13151,11428,18000,114660
1997,3,5,0,1,15180,3272,1214,8511,29040,0,0,0,0,0,3472,2474,3262,9732,0,12574,0,0,0
1997,4,8,0,5,9373,7699,134,2292,7820,508,52141,0,0,0,1463,1389,0,0,0,6357,0,19963,32178
1997,4,9,0,4,15458,3983,455,9448,32237,0,0,0,0,0,1712,1280,0,9880,13789,6856,0,0,0
1997,2,3,0,2,19833,7710,407,13770,46983,1348,138440,5753,0,0,4635,3773,2159,0,1718,38471,0,37272,101168
1997,3,5,4,2,25305,405,3366,8265,28200,0,0,1731,0,0,3711,1321,7445,5051,1512,10481,0,0,0
1997,2,3,0,2,26445,5418,835,12345,42121,661,67885,5615,1967,1180,7306,1136,6572,0,901,27342,0,19213,48672
1997,2,4,0,2,15256,8153,609,4613,15740,874,89760,1369,0,1361,3903,941,0,3910,0,7927,0,0,89760
1997,1,2,0,2,10198,5997,621,6158,21011,0,0,2739,320,4554,2272,0,0,0,0,18739,0,0,0
1997,1,2,0,2,16994,6693,309,9142,31193,0,0,0,0,3421,4848,2543,0,9594,0,16751,0,0,0
1997,4,9,2,2,32964,1132,4432,9137,31175,599,61517,0,0,0,4846,3076,7915,0,0,18414,11534,28359,21624
1997,3,5,4,1,12707,294,3829,17189,58649,0,0,0,0,0,6133,2959,17007,16037,0,19472,0,0,0
1997,2,4,0,2,17453,6707,808,5239,17875,704,72301,2882,421,1784,4052,0,0,0,0,13823,2459,9711,60131
1997,1,2,1,2,13985,4714,1031,2216,7561,0,0,0,0,0,1365,0,0,2372,0,3824,0,0,0
1997,2,3,0,4,35852,6469,746,3885,13256,4072,418194,0,0,0,4037,0,1200,0,0,8019,10581,38665,368948
1997,3,7,3,2,24722,2564,2426,19363,66067,717,73636,4623,674,0,8050,2856,22669,0,0,35348,5510,23111,45015
1997,3,7,0,2,17953,1909,2393,4656,15886,572,58744,0,0,0,6028,0,4129,0,0,5729,3358,10019,45367
1997,3,7,0,2,10955,3476,1841,14905,50856,176,18059,0,426,1629,2066,1188,5145,0,22612,21033,5335,12724,0
1997,4,9,2,2,22072,1908,651,8369,28555,1434,147272,0,0,0,4260,0,0,0,0,24295,35834,67726,43712
1997,4,9,2,2,27699,979,1210,6662,22731,684,70247,0,0,0,4591,0,0,0,0,18140,14843,33330,22074
1997,4,9,2,2,32964,1984,916,4780,16309,580,59566,0,0,2748,2292,0,0,0,0,14017,6254,21004,32308
1997,4,9,0,1,32463,3938,465,17412,59410,306,31426,5483,3249,0,3790,3885,1322,0,21465,32833,0,31426,0
1997,3,7,3,2,16712,1962,2714,8260,28183,667,68501,2178,0,5289,3401,1504,7224,0,811,16747,0,14569,53932
1997,2,4,0,2,10890,8348,539,14654,49999,0,0,6910,463,2140,7686,1667,5571,0,0,36742,0,0,0
1997,4,8,0,3,12114,6595,394,4503,15365,757,77766,1404,1549,0,1763,0,0,0,0,13602,5310,24714,47742
1997,3,5,4,5,11843,148,4138,8064,27515,39,4003,0,0,0,6943,0,12662,0,300,7610,0,4003,0
1997,1,1,0,4,6325,5741,757,4859,16578,1382,141907,0,0,0,6837,0,0,0,0,9741,4617,19335,117955
1997,3,7,3,2,15978,4621,1466,12001,40947,1044,107219,5435,0,1951,5978,0,10029,0,872,24068,4743,18295,84181
1997,4,9,2,2,10891,621,2209,3409,11632,381,39129,0,219,0,4116,0,0,0,0,7516,8132,22746,8251
1997,4,8,0,2,26430,6072,483,5294,18063,573,58847,2474,361,0,2743,822,1708,0,0,13612,0,17360,41487
1997,1,1,0,4,6331,5936,670,2607,8895,2056,211151,0,0,0,3837,0,0,0,0,5058,7088,27751,176312
1997,3,6,0,2,6186,1705,2328,5234,17858,451,46366,0,0,0,4815,0,0,0,0,13043,5575,20210,20581
1997,1,1,0,2,18931,6090,636,7208,24592,1368,140501,2339,273,0,3216,1963,2589,0,0,18787,0,25248,115253
1997,2,4,0,4,15256,6162,881,6180,21086,510,52377,2203,257,3888,1288,0,2377,0,658,16763,3053,12054,37270
1997,3,5,0,5,20385,2706,1583,13210,45073,0,0,0,3746,0,5159,1232,3076,12936,6144,17758,0,0,0
1997,1,2,0,3,17954,5836,575,7560,25795,1443,148214,3318,0,0,9834,0,0,0,0,15961,10219,43787,94208
1997,3,5,4,2,15529,391,3468,18149,61924,0,0,8688,2955,0,4154,972,15251,11345,3424,27750,0,0,0
1997,3,5,0,5,10920,3387,1231,6529,22277,450,46215,0,0,0,4383,1133,5100,0,0,12794,4245,22182,19788
1997,2,3,0,2,27767,6366,586,14012,47809,1064,109273,2543,506,0,11247,1151,6831,900,0,28831,9414,18171,81688
1997,3,7,0,2,61345,3706,1665,30681,104684,565,58026,5337,624,3881,9938,2673,14149,16530,27513,36554,0,0,58026
1997,1,2,0,4,8208,4522,1056,4809,16408,1274,130796,0,0,0,4823,2363,0,0,0,11585,0,21101,109695
1997,3,5,0,2,32616,2409,1722,13480,45994,0,0,3424,500,0,2726,1393,5623,8932,10772,17941,0,0,0
1997,1,2,1,2,17024,6983,442,9230,31493,1619,166271,4940,720,0,5607,1762,0,7161,0,18725,0,0,166271
1997,3,7,3,2,28207,2610,2464,27861,95062,0,0,4033,2630,4738,5518,1316,14139,13302,18590,43513,0,0,0
1997,3,5,0,5,43727,3927,1472,3873,13216,420,43127,0,1680,0,2076,0,2858,0,769,7513,4067,21671,17389
1997,4,9,2,5,16482,1532,1203,4527,15446,0,0,0,1509,0,1132,923,696,5482,1528,6608,0,0,0
1997,1,2,0,5,9576,5180,780,2339,7981,407,41799,0,0,0,2110,0,0,0,0,5871,5389,20854,15556
1997,3,6,0,4,6724,3473,1266,3652,12461,377,38718,2867,0,0,3350,0,1604,0,0,7507,3080,9475,26163
1997,1,1,0,5,7067,6026,652,2807,9576,537,55163,0,0,0,1915,0,617,0,0,7044,5032,19785,30346
1997,4,9,2,5,10684,1169,1005,4041,13788,234,24032,0,0,0,2573,0,1438,0,0,9777,4565,16292,3175
1997,4,8,0,2,24462,6107,661,6636,22642,1350,138645,0,1809,0,5733,0,794,0,0,16115,12699,31421,94525
1997,3,7,3,4,23506,1801,2685,8249,28146,114,11708,0,0,0,4485,0,6144,0,8107,9410,2520,9188,0
1997,1,2,1,2,12985,6620,402,6778,23127,4087,419758,0,0,3126,3042,0,0,0,0,20085,25999,96629,297130
1997,3,6,0,2,9684,3515,1227,19362,66063,0,0,3353,392,0,3367,1263,5585,13013,19325,24773,0,0,0
1997,3,6,0,4,9015,3810,1198,14970,51078,0,0,0,0,0,7827,2367,0,20723,2166,20362,0,0,0
1997,4,9,0,2,11430,6242,562,19858,67756,0,0,3057,3372,5541,10302,1569,1651,18306,0,37497,0,0,0
1997,4,9,2,2,9233,1091,1089,4451,15186,391,40156,0,0,0,5195,0,0,0,894,9097,8601,16593,14962
1997,3,5,4,1,11832,267,4147,22604,77125,0,0,0,0,0,6242,3825,24883,18527,2592,24881,0,0,0
1997,1,1,0,2,10500,5261,872,11819,40326,0,0,3690,3729,3977,8529,1227,2938,0,0,28859,0,0,0
1997,1,2,0,4,24304,5281,823,4073,13899,0,0,0,0,0,4562,1521,0,0,0,9337,0,0,0
1997,2,4,0,2,18751,4851,1499,10423,35563,853,87603,3347,0,3657,3112,0,6694,8932,0,16825,6113,0,81490
1997,3,7,0,4,10648,1767,2512,7378,25174,627,64393,4881,0,0,8297,0,3793,0,0,13084,5011,14929,44453
1997,2,3,0,2,26445,6577,657,5682,19387,1006,103316,0,354,0,1400,804,2408,0,0,15579,9223,24003,70090
1997,4,9,2,2,19219,1921,1656,16563,56513,0,0,3433,501,0,7947,2289,8103,9363,11617,19483,0,0,0
1997,3,7,0,5,17544,1791,2339,15023,51258,0,0,4083,596,0,6941,959,13166,9883,4741,16527,0,0,0
1997,2,3,0,2,20236,5936,890,13277,45301,1063,109170,9298,585,2857,5666,1331,4872,0,4849,29914,0,27979,81191
1997,4,9,2,5,20603,764,1811,3293,11236,333,34175,0,0,0,3192,0,0,0,0,8044,7081,24228,2866
1997,3,5,0,2,17321,5158,812,13936,47550,705,72403,0,2702,3702,3926,0,5258,0,0,38366,8699,23142,40562
1997,3,7,3,1,15044,1552,2749,22435,76548,4,411,4991,0,0,11606,1628,18494,13675,8868,23905,411,0,0
1997,2,3,0,2,15829,6176,572,7231,24672,1937,198975,4698,0,0,4554,0,888,0,0,19230,11971,43462,143542
1997,4,9,0,2,11430,6308,353,14780,50429,0,0,2381,2640,3702,5943,3399,956,13808,0,29722,0,0,0
1997,2,3,0,2,24791,6239,883,8020,27364,1341,137721,0,395,0,3008,0,2345,0,3282,18729,14914,33078,89729
1997,3,5,4,2,23457,1067,2578,13715,46797,301,30937,0,422,2764,8352,0,14777,8520,0,15148,8870,0,22067
1997,4,8,0,2,12114,7720,130,14487,49430,1544,158569,7324,3185,4172,3946,2515,0,0,1175,44309,0,36568,122001
1997,1,2,0,5,10555,4841,1137,3720,12694,44,4488,0,0,0,2093,904,2036,0,945,7620,4488,0,0
1997,2,3,0,2,19833,7896,403,6466,22062,1134,116462,0,407,0,503,927,2611,9041,0,9907,0,0,116462
1997,3,7,3,2,18467,1927,2642,11482,39177,0,0,0,360,0,4354,0,10246,0,919,23658,0,0,0
1997,1,1,0,2,6720,5978,454,7227,24659,0,0,2460,0,0,3180,2929,0,0,0,21479,0,0,0
1997,1,1,0,2,11200,8147,288,7191,24536,0,0,3594,420,0,3553,1172,0,0,0,20983,0,0,0
1997,2,4,0,2,19071,5491,975,18029,61515,2052,210740,5489,0,6506,8198,2219,2353,0,0,50964,0,27621,183119
1997,3,5,4,5,11843,129,4446,4563,15569,49,4985,0,0,0,6155,0,4425,0,195,4794,0,4985,0
1997,2,3,0,2,17926,5898,596,22019,75129,0,0,4109,480,3478,8458,1094,0,10287,31442,24942,0,0,0
1997,2,4,0,2,11442,7945,684,7896,26941,0,0,2497,496,2482,3494,1131,1889,0,0,21558,0,0,0
1997,4,9,2,2,19219,1849,1720,15629,53326,0,0,3337,3370,0,4627,1109,7311,10183,9393,21812,0,0,0
1997,4,9,0,1,28999,4122,269,23623,80602,0,0,4900,715,0,10767,1629,0,9818,34277,25740,0,0,0
1997,1,2,1,2,27051,7849,152,5403,18435,910,93457,0,0,0,7020,0,299,0,948,10168,6403,14908,72146
1997,1,1,0,2,8889,8152,288,3341,11399,0,0,0,0,0,2566,0,0,0,0,8833,0,0,0
1997,4,8,0,2,21199,6677,376,13781,47021,1892,194308,0,454,12354,6296,1265,0,0,0,40725,18269,24752,151287
1997,3,6,0,2,6857,2769,1698,6983,23826,978,100441,1955,0,0,2615,0,2409,8056,0,10746,12137,0,88304
1997,2,3,0,2,21860,6497,412,9823,33516,1174,120570,3704,540,0,7905,871,2932,0,0,22679,0,16333,104237
1997,1,1,0,2,10118,6753,506,8187,27934,0,0,3272,0,2716,5786,872,1605,0,0,20543,0,0,0
1997,2,3,0,4,30640,6938,450,3782,12904,574,58942,0,384,0,3039,618,1750,0,0,8115,0,7790,51152
1997,2,4,0,2,27579,4885,1296,12995,44339,884,90787,0,595,0,5482,1658,7529,0,0,31328,4493,28444,57850
1997,3,6,0,4,11337,2638,1795,9563,32629,293,30077,0,0,0,7841,1734,11168,0,0,13620,0,8313,21764
1997,3,7,0,2,16288,1737,2722,11302,38562,567,58231,7648,3327,3049,4267,1094,5926,0,1227,27142,0,25726,32505
1997,2,4,0,5,30398,7858,574,4558,15551,36,3740,0,628,0,5705,0,985,0,0,8861,3740,0,0
1997,4,9,2,5,11839,910,1107,2738,9342,136,13967,0,0,0,1989,592,0,0,2159,5194,2435,9769,1763
1997,2,3,0,5,14341,6803,342,2125,7251,228,23423,0,0,0,1192,0,0,0,0,6059,23423,0,0
1997,3,7,3,4,20728,1560,2859,9339,31865,0,0,0,418,0,4416,673,7228,6873,4295,9053,0,0,0
1997,3,7,3,5,12294,1707,3467,7216,24621,0,0,0,0,0,2235,898,7625,3811,2473,8477,0,0,0
1997,3,7,0,4,12075,1610,2664,10008,34147,0,0,0,0,2952,5566,736,7123,3972,7172,10314,0,0,0
1997,4,8,0,2,24228,3555,1927,6766,23086,880,90376,0,391,2386,6445,891,0,0,999,15642,11668,20696,58012
1997,3,5,0,1,19110,2846,1341,24078,82154,0,0,4464,522,0,6826,2652,11903,15119,17336,30970,0,0,0
1997,1,2,0,2,14364,6678,354,5675,19363,942,96743,0,0,0,4179,0,2801,0,0,12383,7448,13629,75666
1997,3,5,4,2,27608,1282,2005,29239,99763,0,0,4196,613,8962,10590,0,25298,12358,8722,42795,0,0,0
1997,2,3,0,2,14571,7119,407,6915,23594,1094,112354,7325,0,0,2690,0,0,0,0,20904,6715,28660,76979
1997,2,4,0,2,14064,5197,1265,12863,43889,1397,143472,2699,394,3164,5603,897,13316,0,0,24970,0,22979,120493
1997,4,9,2,5,18167,1889,367,1139,3886,453,46541,0,0,0,664,0,0,0,0,3222,20380,18269,7892
1997,1,1,0,2,12600,5475,732,9682,33035,601,61723,0,457,3423,10644,0,1597,0,1167,19627,16861,44862,0
1997,1,1,0,5,11111,7185,321,1658,5657,0,0,0,279,0,1189,0,232,0,0,4236,0,0,0
1997,3,6,0,2,10787,4076,1120,16068,54825,884,90831,3047,606,4866,9013,2595,14170,0,0,31642,0,20861,69970
1997,3,7,0,2,10259,3563,1810,4671,15937,749,76922,1741,254,2476,2771,409,896,2358,0,9912,0,0,76922
1997,3,6,0,5,6219,4302,1055,9712,33138,0,0,0,0,0,4406,2552,3248,6357,7210,11917,0,0,0
1997,1,2,1,2,13900,4802,986,6093,20790,1493,153315,2989,436,0,6682,0,0,0,0,14108,7010,25588,120717
1997,3,5,4,2,27608,898,2715,24881,84894,0,0,7169,2511,4742,7810,2288,17834,13303,6244,39703,0,0,0
1997,3,6,0,1,5878,3183,1608,9163,31265,581,59686,0,0,0,4236,0,0,15112,0,11917,10360,0,49326
1997,4,8,0,2,11140,5982,506,11682,39859,0,0,4331,0,0,4026,1154,1424,11808,0,22601,0,0,0
1997,4,9,2,2,32964,2150,1435,7072,24129,644,66114,2974,2407,1616,3325,791,3873,0,0,16931,13984,24455,27675
1997,4,8,0,2,9724,1051,4538,15091,51490,441,45291,0,0,2641,3635,2463,17715,0,4024,26116,0,45291,0
1997,2,3,0,2,26445,6725,593,8368,28552,1171,120262,0,645,0,4978,0,3464,0,0,20110,11065,30149,79048
1997,1,1,0,2,15177,6491,575,8840,30162,304,31221,4864,1704,2490,4101,2370,1223,0,781,24057,0,31221,0
1997,2,4,0,5,15983,5545,919,12326,42056,0,0,0,0,0,2586,1429,3144,13188,9660,13478,0,0,0
1997,3,5,0,2,20385,2875,1642,25088,85600,288,29578,3384,2740,2134,5372,1426,9513,14014,16449,40252,0,0,29578
1997,4,9,2,2,16677,954,1747,2964,10113,610,62647,0,190,0,1601,0,0,0,0,8512,15216,29521,17910
1997,2,3,0,4,39666,5301,918,4695,16021,1536,157707,0,313,0,2989,0,1056,0,0,11976,11809,41844,104054
1997,2,4,0,1,24690,5515,908,10277,35065,0,0,4126,482,0,3538,0,4014,10987,0,16526,0,0,0
1997,1,1,0,2,8972,5488,462,8173,27886,0,0,2125,1888,0,8141,771,0,0,0,19745,0,0,0
1997,2,4,0,2,10171,7436,512,3931,13413,1794,184244,933,0,1699,3170,0,1582,0,0,8661,9724,35278,139242
1997,4,9,0,5,11599,4654,142,12032,41053,0,0,3568,521,0,5435,1186,0,11800,7938,15880,0,0,0
1997,2,3,0,2,20236,5829,970,5568,18998,766,78668,0,332,2518,2509,755,2590,0,846,13053,2007,8916,67745
1997,1,2,1,5,7828,4707,1064,5499,18763,77,7908,0,0,0,3509,0,1162,0,0,14092,7908,0,0
1997,1,2,1,4,9149,4624,1076,1488,5079,697,71585,0,0,0,934,0,0,0,0,4145,3781,14580,53224
1997,3,6,0,1,10285,2617,1845,19688,67175,424,43545,0,0,5696,7536,0,0,24940,0,34699,8365,0,35180
1997,3,6,0,2,9684,3987,1180,20569,70181,0,0,6020,2109,0,5670,1849,7855,14672,12319,29665,0,0,0
1997,3,5,4,2,19391,978,2567,4738,16166,235,24135,1321,193,0,2010,310,5752,0,0,8404,6836,8409,8890
1997,1,1,0,2,9768,8854,221,5920,20199,0,0,2206,322,2087,5728,0,0,0,0,14471,0,0,0
1997,3,5,4,2,37899,243,4060,9127,31141,0,0,2434,0,0,6854,572,5339,5331,975,12642,0,0,0
1997,1,2,0,5,12684,5326,740,11249,38382,0,0,0,0,0,2610,2300,1107,11973,9037,13655,0,0,0
1997,4,9,2,4,22159,1105,1075,4000,13648,507,52069,0,0,0,3845,0,0,0,0,9803,8969,32009,11091
1997,2,3,0,3,14156,7333,360,13144,44847,1603,164628,0,2269,3206,2051,3157,0,0,0,42796,14012,48978,101638
1997,4,9,2,2,20603,1355,1788,5535,18885,222,22799,0,0,0,4170,0,0,0,0,14715,3390,11674,7735
1997,3,6,0,2,11672,4334,977,13629,46502,0,0,3644,426,3777,5822,1473,5574,8826,0,26280,0,0,0
1997,3,5,4,2,56296,1037,2657,9155,31237,308,31632,5504,1928,2066,3609,787,8732,0,0,18896,0,16497,15135
1997,3,5,4,2,18258,252,4319,5842,19933,0,0,2169,0,0,2109,510,5658,3009,1020,8137,0,0,0
1997,3,5,0,5,34641,5048,858,6006,20492,685,70317,0,2666,0,3264,1883,985,0,0,16243,0,42877,27440
1997,3,5,0,2,30311,2426,1713,12974,44267,930,95511,0,0,0,5274,3327,7132,0,0,31861,0,42544,52967
