Survey Year,Census Region,Census Division,Four Largest States,Type of Home  (Respondent answer),The Final Weight,Heat Deg-Days: Base65 01 TO 12-2005 (Inoculated),Cool Deg-Days: Base65 01 TO 12-2005 (Inoculated),Kilowatt Hours Of Electricity Used,Electric Annual Use In Thousands of BTU,CCFS (Hundred Cubic Feet) Of Natural Gas,Natural Gas Annual Use In Thousands Of BTU,Electric Dryer Use (Estimated) in Thousands of BTU,Electric Dishwasher Use (Estimated) in Thousands of BTU,Electric Freezer Use (Estimated) in Thousands of BTU,Electric Refrigerator Use (Estimated) in Thousands of BTU,Electric Cooking or Use (Estimated) in Thousands of BTU,Electric AC Use (Estimated) in Thousands of BTU,Electric Water Heat Use (Estimated) in Thousands of BTU,Electric Space Heat Use (Estimated) in Thousands of BTU,Electric Appliance Use (Estimated) in Thousands of BTU,Natural Gas Appliance Use (Estimated) in Thousands of BTU,Natural Gas Water Heat Use (Estimated) in Thousands of BTU,Natural Gas Space Heat Use (Estimated) in Thousands of BTU
1997,4,9,2,2,19219,1885,1688,11413,38941,0,0,2153,1752,0,7931,715,4943,5871,7158,13038,0,0,0
1997,1,2,0,3,13591,5452,653,21711,74078,0,0,3960,578,0,5461,1316,1498,11843,31166,24110,0,0,0
1997,3,7,0,2,17953,1863,2580,6738,22990,486,49912,2964,0,4567,5112,0,3050,0,0,14828,3346,9986,36580
1997,3,5,0,3,22294,3982,1370,8940,30503,1160,119132,3497,0,4345,3374,0,7183,0,0,19946,5852,21096,92184
1997,4,9,0,2,11430,6417,476,29761,101545,0,0,4759,0,0,8865,3853,2641,15325,40251,34463,0,0,0
1997,3,5,0,5,15570,4554,1078,2404,8202,812,83417,0,0,0,1315,0,1638,0,0,5249,8768,32610,42039
1997,4,9,0,3,26637,4455,171,3442,11744,274,28182,0,418,0,2534,673,0,0,0,9210,3200,12071,12911
1997,3,7,3,2,23967,3836,1765,10969,37425,726,74534,3292,385,7207,8960,877,4707,0,0,23758,0,14696,59838
1997,4,9,2,5,18167,1194,569,3683,12566,393,40338,1596,233,0,3562,375,704,0,0,8300,6947,24895,8496
1997,3,6,0,2,23344,4793,924,11060,37737,0,0,2315,1875,0,8461,1160,4121,6778,0,18377,0,0,0
1997,3,6,0,1,12105,2984,1843,14687,50112,0,0,2929,342,1027,5342,780,9425,7508,11405,16432,0,0,0
1997,1,1,0,4,9411,5759,752,3496,11928,738,75793,2836,0,0,3456,0,0,0,0,8472,3328,10647,61818
1997,2,3,0,2,19833,5355,879,11540,39374,1131,116154,7481,2545,0,5159,1324,2284,0,0,31931,0,33224,82930
1997,3,7,0,1,9307,1575,2800,10969,37426,280,28756,5784,0,0,2175,0,11766,9537,0,13948,4856,0,23900
1997,3,7,3,5,17629,1515,2613,6863,23417,0,0,0,1647,0,2890,1208,3172,6044,1516,9795,0,0,0
1997,4,9,2,2,23236,1985,647,7428,25344,652,66960,2317,271,0,4626,1596,2599,0,0,18119,0,33460,33500
1997,1,2,1,5,8006,4870,896,2775,9469,35,3622,0,0,0,3047,0,794,0,0,5628,3622,0,0
1997,2,3,0,5,23901,6610,729,4770,16275,669,68755,0,0,0,3789,0,0,0,0,12486,7346,28100,33309
1997,2,3,0,2,15366,6238,498,6886,23495,2267,232821,1979,0,5024,3665,0,0,0,0,19830,9666,35995,187160
1997,2,3,0,2,26502,6422,608,6940,23679,1537,157850,0,286,3691,3327,461,3622,0,2376,14354,6998,28310,122542
1997,1,1,0,1,5600,5613,604,4946,16876,0,0,1765,206,0,934,0,1584,4808,0,9550,0,0,0
1997,3,5,0,3,34981,4545,1117,9894,33758,0,0,2788,0,0,2749,0,1969,4726,16255,8059,0,0,0
1997,1,2,1,2,20289,6715,378,4067,13877,746,76614,0,0,0,2168,1506,0,0,736,10973,4083,20829,51702
1997,2,4,0,3,20342,7360,540,5419,18490,1156,118721,0,0,0,5597,1355,0,0,0,12893,11004,26718,80999
1997,2,4,0,1,12458,6141,883,2966,10120,0,0,0,0,0,2939,491,1942,0,0,5239,0,0,0
1997,1,1,0,2,8972,5734,358,7459,25450,0,0,7137,0,0,6674,2278,0,0,0,18776,0,0,0
1997,4,9,2,3,37711,970,1031,2035,6943,195,20064,0,0,0,3091,0,0,0,0,3852,2976,8634,8454
1997,3,6,0,1,5918,3663,1212,15759,53770,0,0,3763,0,0,3657,1251,5830,12181,17757,14345,0,0,0
1997,4,9,2,1,9158,2464,428,2806,9573,0,0,0,0,2935,1351,0,0,0,701,7521,0,0,0
1997,3,7,0,2,10259,1829,2070,1577,5381,336,34507,0,0,0,2782,0,0,0,0,2599,3572,10639,20296
1997,3,7,3,5,15044,1482,2805,22191,75716,0,0,5889,689,4531,6253,4297,16388,16135,5128,31812,0,0,0
1997,3,6,0,2,16141,4535,1035,25947,88531,0,0,9076,0,0,8226,1590,3700,21067,28930,26608,0,0,0
1997,1,2,1,5,10674,5000,763,5075,17316,9,924,0,2482,0,1784,0,1938,0,0,13594,924,0,0
1997,2,3,0,2,19833,5862,682,9487,32368,1664,170897,3821,446,0,3805,2269,4656,0,0,23907,0,41693,129204
1997,3,5,0,2,17321,5373,721,7865,26835,1095,112456,3295,1953,2423,1406,1662,4921,0,720,19788,0,45944,66512
1997,1,1,0,2,11630,8839,222,6079,20742,0,0,2288,1861,2468,3705,0,0,0,0,17037,0,0,0
1997,2,4,0,2,13789,5954,1071,11324,38637,1010,103727,6580,2305,0,5320,1332,5869,0,0,27448,0,37355,66372
1997,2,4,0,2,17370,5493,1102,5719,19513,962,98797,1699,338,1187,3479,544,2848,0,0,13186,0,10445,88352
1997,4,9,2,4,13956,1244,924,1829,6241,201,20643,0,0,0,2625,0,0,0,0,3616,2630,9386,8627
1997,3,5,4,2,20705,1466,2109,16469,56192,0,0,3050,0,0,3405,1966,8638,10298,11264,22587,0,0,0
1997,3,7,0,2,10648,3616,1741,12121,41357,1304,133921,3123,456,3864,9412,734,5949,0,0,25996,0,13289,120632
1997,2,3,0,3,33055,5687,642,8160,27842,361,37075,2718,2210,0,3334,0,5068,0,1013,18427,2275,11371,23429
1997,3,5,0,2,18121,4427,997,18279,62369,0,0,3797,0,2213,2216,1880,0,13031,23213,23909,0,0,0
1997,1,1,0,2,21001,6659,374,23290,79465,0,0,5691,4630,0,14396,1891,0,0,6892,58177,0,0,0
1997,3,6,0,2,8229,3996,1180,6558,22376,497,51042,2498,364,0,5464,830,2048,0,0,14864,0,15542,35500
1997,3,5,4,2,15529,110,4741,18785,64094,0,0,3708,0,4023,12837,1870,16930,7107,1708,25512,0,0,0
1997,1,2,1,2,15091,6561,587,4470,15252,0,0,0,0,0,1625,0,385,5671,0,7571,0,0,0
1997,1,2,0,2,14364,5983,574,4319,14736,1397,143472,0,0,0,2775,0,993,0,0,10968,8422,26438,108612
1997,3,7,3,2,24722,2489,2499,19760,67421,787,80825,5013,4059,5338,6166,2978,18478,0,0,42777,0,27004,53821
1997,4,8,0,2,11140,6871,667,11046,37689,0,0,0,475,6874,6887,1080,1786,0,1212,27804,0,0,0
1997,2,3,0,4,19405,6602,611,10237,34929,0,0,0,0,0,4388,768,1466,5595,18645,4835,0,0,0
1997,1,2,1,5,7874,6845,546,6072,20718,0,0,0,0,0,2964,1918,584,4285,6804,6081,0,0,0
1997,1,2,0,5,10872,6597,366,14994,51160,0,0,3416,0,0,5973,1547,864,15469,11663,17191,0,0,0
1997,4,8,0,3,15289,7773,63,7598,25924,651,66858,4491,525,0,2060,1465,0,0,0,23864,0,16032,50826
1997,2,4,0,1,8966,5668,832,19311,65889,0,0,3762,0,0,3741,2870,7183,13148,21977,19840,0,0,0
1997,3,7,3,2,22824,4644,1655,7743,26419,1376,141315,0,0,0,4052,0,4507,0,0,17860,29699,41965,69651
1997,1,2,0,5,12312,4879,987,2386,8141,94,9654,0,0,0,1513,0,0,0,0,6628,9654,0,0
1997,3,6,0,5,10366,4470,1169,5334,18200,132,13535,0,0,1687,4799,591,3365,0,0,10036,0,13535,0
1997,1,2,1,5,12808,4827,947,1663,5674,32,3296,0,0,0,876,0,581,0,0,4217,3296,0,0
1997,2,4,0,2,10890,7937,686,12780,43605,0,0,3663,534,4381,9343,1217,2853,0,0,31409,0,0,0
1997,4,9,2,3,11396,776,1430,3650,12454,361,37075,0,0,0,4588,0,0,0,0,7866,5305,17487,14283
1997,1,1,0,2,9768,7676,321,9049,30875,0,0,4721,2253,0,3012,1127,656,0,0,27207,0,0,0
1997,4,8,0,2,16992,7249,606,4584,15641,0,0,0,0,3257,3125,635,0,4660,0,7856,0,0,0
1997,4,9,2,2,27252,2059,878,6099,20810,815,83700,2070,2284,2575,4664,1896,0,0,0,16146,0,35750,47950
1997,4,9,2,2,16482,2166,608,18037,61542,867,89041,7289,459,3840,11617,2239,912,0,1169,47844,34573,23619,30849
1997,3,7,0,1,19170,1809,2211,14644,49965,0,0,2622,0,0,4035,871,17394,7991,8078,12467,0,0,0
1997,3,5,0,3,14561,2942,1458,7884,26902,258,26533,0,270,0,2195,0,4123,0,11260,9324,5483,21050,0
1997,2,3,0,1,22689,6103,917,5872,20035,872,89554,0,0,0,4077,0,6395,0,0,9563,4401,17310,67843
1997,4,9,2,2,11680,2251,1468,4425,15097,845,86795,0,1623,1729,3316,0,2752,0,0,9029,12136,24105,50554
1997,4,9,2,1,17033,1907,1669,4283,14613,647,66453,2184,0,0,2994,0,3930,0,0,7689,7705,23074,35674
1997,2,3,0,2,22674,6204,662,8620,29411,0,0,2055,0,4741,6160,483,2280,3496,0,17475,0,0,0
1997,4,8,0,2,18346,7865,45,9130,31152,2142,219983,3223,2864,0,3884,1169,0,0,0,27268,0,40460,179523
1997,3,7,3,2,45142,1238,3246,16692,56953,694,71274,3755,3054,0,5030,0,27921,0,0,24002,6552,30243,34479
1997,3,7,3,2,21304,2222,2829,8011,27334,351,36048,0,0,0,3221,0,7900,0,0,16213,3741,6604,25703
1997,4,8,0,2,14339,3650,1618,6152,20991,584,59947,3473,0,0,2724,0,5418,0,0,12849,3445,14798,41704
1997,2,3,0,2,20236,5980,858,6080,20745,1129,115971,0,0,5033,3726,1294,3304,0,0,13715,3496,15533,96942
1997,3,6,0,3,11622,3668,1212,17593,60027,0,0,4211,493,0,4423,2250,5657,12639,14594,22714,0,0,0
1997,1,2,0,4,8208,4447,1091,2250,7677,691,70928,0,236,0,1178,0,1143,0,0,5356,4455,16234,50239
1997,4,9,0,2,17981,4296,383,19697,67206,1545,158671,6364,2768,2833,3229,2764,6117,19559,0,38301,0,0,158671
1997,1,1,0,3,10673,5520,822,12918,44076,555,56999,3438,3056,4069,8669,0,4366,0,0,31041,10008,46991,0
1997,2,3,0,2,21860,7750,446,6363,21711,887,91095,2092,0,2007,3785,1017,865,4199,0,12862,0,0,91095
1997,3,6,0,1,20571,2568,1960,15404,52558,371,38102,6865,0,1663,3607,3345,6328,16388,0,26235,0,0,38102
1997,1,1,0,2,13440,6045,427,9314,31779,0,0,2682,2182,0,5161,1788,1258,9419,0,15941,0,0,0
1997,3,5,0,5,20385,2988,1592,13667,46633,0,0,3375,492,0,3065,3395,4586,15497,4443,19042,0,0,0
1997,3,7,0,2,18687,3781,1741,4145,14143,765,78565,2157,0,0,2891,717,2695,0,0,8557,5616,21322,51627
1997,3,7,0,2,18687,3779,1742,8505,29019,862,88527,3422,0,4266,4150,1137,5494,0,0,19375,0,19639,68888
1997,3,6,0,2,11672,3150,1647,3987,13604,0,0,0,0,1585,2988,0,2826,0,0,7790,0,0,0
1997,1,1,0,2,6778,5777,716,3224,11000,1050,107835,0,0,2442,3116,0,0,0,0,7884,3926,12560,91349
1997,1,2,1,3,23167,6919,464,6239,21287,635,65215,1850,2041,0,5208,1019,1332,0,0,14747,0,20197,45018
1997,1,2,0,3,17237,4621,1118,6392,21810,1462,150147,0,0,0,3476,0,1864,0,0,16470,9214,33287,107646
1997,4,9,2,3,11124,2694,1181,6487,22135,489,50267,0,0,0,3939,0,5004,0,0,13192,6693,23670,19904
1997,3,6,0,2,12865,3322,1443,7188,24525,0,0,3052,0,2380,7533,0,0,4091,0,12901,0,0,0
1997,3,5,0,2,21894,5189,798,13710,46779,0,0,3536,2306,5599,3350,942,0,9480,3432,30517,0,0,0
1997,1,2,0,2,23985,5380,702,3696,12611,783,80414,0,0,0,2718,0,1038,0,0,8855,8461,16294,55659
1997,4,8,0,2,11140,7709,192,16855,57509,381,39129,3185,0,8403,5294,3644,0,0,3320,48895,0,39129,0
1997,4,9,2,3,15662,2290,840,7786,26565,0,0,1965,0,0,5658,0,0,7945,0,12962,0,0,0
1997,4,8,0,2,7379,3226,2128,3659,12485,401,41183,0,0,0,1616,0,0,0,7694,3175,8631,32552,0
1997,3,7,3,5,14103,1396,2884,6275,21411,178,18245,0,0,0,4631,1614,6682,0,1467,8631,0,18245,0
1997,1,2,1,2,11120,4631,1073,5295,18066,0,0,2943,344,0,3417,784,0,0,0,14649,0,0,0
1997,2,3,0,2,21990,6605,610,8800,30026,0,0,2327,2581,3336,4373,1054,2262,0,0,23391,0,0,0
1997,4,8,0,3,12114,3463,1983,6453,22018,644,66139,0,0,3132,2863,0,0,0,0,19155,11721,21063,33355
1997,2,3,0,2,35852,6654,480,10006,34141,1206,123889,2483,362,0,7152,826,4279,5226,0,17484,0,0,123889
1997,4,8,0,2,12114,1680,2777,12369,42203,546,56074,2140,341,3323,5056,777,12127,0,0,25020,10529,18675,26870
1997,1,2,0,2,26387,5898,548,9284,31677,691,70933,0,2883,3677,8270,0,4361,0,0,19046,8967,9722,52244
1997,4,8,0,2,19259,3799,1556,6223,21233,119,12221,0,0,0,0,1917,3518,0,7484,10231,0,12221,0
1997,2,3,0,3,19833,7451,509,5885,20080,1196,122829,0,0,2624,3661,0,1830,0,0,14589,11020,24306,87503
1997,3,5,4,2,8796,768,3372,9800,33438,457,46934,3845,0,0,2690,0,6957,0,0,23791,10969,23671,12294
1997,1,2,0,2,13406,4923,1051,13533,46175,1838,188763,0,3415,2474,9235,0,5862,0,1259,29819,22943,44584,121236
1997,2,3,0,3,23901,6514,723,3247,11079,1337,137332,0,244,0,2017,0,2142,0,0,6920,18631,36114,82587
1997,3,6,0,2,17508,3683,1211,15733,53681,0,0,4592,670,0,22794,1525,5627,0,1712,23548,0,0,0
1997,1,1,0,4,10031,5857,504,8103,27647,1191,122316,4654,0,0,1806,1249,0,0,11406,14435,0,122316,0
1997,2,3,0,2,18876,6300,617,18994,64808,0,0,4085,3629,9523,12163,1483,8807,0,0,43838,0,0,0
1997,3,6,0,5,9684,4067,1102,17535,59829,0,0,9430,3303,0,5774,3237,4655,11438,10097,27865,0,0,0
1997,4,8,0,2,7111,3582,1646,4200,14330,885,90889,0,0,0,2965,0,2487,0,0,8878,7601,28880,54408
1997,4,8,0,2,12155,1348,3318,22052,75241,0,0,7584,2077,0,10155,848,22585,9862,5339,27300,0,0,0
1997,2,3,0,2,19833,6539,399,12220,41695,761,78155,7337,2010,2509,4007,1298,2961,0,0,34727,0,23979,54176
1997,1,1,0,4,7467,5911,482,12882,43954,0,0,3858,2514,0,5131,2815,778,13552,0,24493,0,0,0
1997,3,6,0,5,10193,1789,2190,7018,23945,0,0,0,390,0,3029,887,6324,5406,1640,7546,0,0,0
1997,4,8,0,2,6695,5865,535,13481,45997,0,0,0,0,0,3082,3453,0,9839,21078,11998,0,0,0
1997,2,3,0,2,23800,6780,570,6589,22482,1191,122316,0,0,0,6642,0,4323,0,0,11517,12736,24741,84839
1997,3,7,0,2,32576,1913,2374,25927,88463,824,84625,6554,766,12756,10298,3501,22935,1118,0,54112,0,22772,61853
1997,1,1,0,2,6720,8276,279,4448,15177,0,0,0,0,1622,2814,1491,0,0,0,12363,0,0,0
1997,3,6,0,4,23533,2557,1985,1800,6142,854,87685,0,0,0,1552,0,1508,0,0,3082,0,24458,63227
1997,3,7,3,2,11191,4121,1727,3824,13047,572,58744,0,0,0,4600,0,0,0,0,8447,5669,12246,40829
1997,3,6,0,2,11337,2591,1905,8437,28787,1296,133099,4220,0,4254,4251,0,3510,0,0,21026,6611,20077,106411
1997,3,7,3,2,22824,3832,1766,5481,18701,995,102186,0,0,0,4128,0,3343,0,0,11230,9315,34338,58533
1997,4,9,0,2,14522,5049,107,14152,48287,0,0,3702,590,0,3070,949,0,10746,12544,21927,0,0,0
1997,3,5,0,4,23356,4767,1059,16602,56647,0,0,3676,2976,0,2967,2349,4132,10799,13640,25109,0,0,0
1997,3,6,0,2,9684,1123,3287,37454,127793,0,0,10013,4355,4072,10848,3076,22696,23882,16728,53639,0,0,0
1997,2,3,0,4,39518,6317,655,1755,5988,725,74411,0,0,0,1952,587,0,0,0,4036,0,9908,64503
1997,3,7,3,2,22824,3952,1750,10450,35655,1003,103008,4732,0,0,9008,0,4826,0,0,21821,13544,24993,64471
1997,1,2,0,2,11984,6123,569,14148,48273,0,0,2955,472,3351,3667,1151,0,4621,19711,20274,0,0,0
1997,4,8,0,2,16152,7680,198,5508,18793,1145,117591,2120,1725,0,2542,1512,759,701,0,14791,0,35593,81998
1997,2,3,0,2,22407,6014,595,8361,28528,1019,104651,0,1518,0,3630,1882,2429,0,0,22469,6721,24269,73661
1997,1,2,0,2,17237,4857,1120,14369,49027,1442,148093,0,2225,0,9812,1286,2350,15707,1019,20139,12576,0,135517
1997,1,2,1,5,19486,4687,1044,5556,18957,204,20953,0,2309,0,6050,0,1389,0,0,11518,3732,17221,0
1997,4,8,0,2,12114,7949,491,7498,25583,890,91403,2334,372,2696,5745,847,3179,0,0,16659,0,21518,69885
1997,3,7,3,2,13185,2774,2221,12486,42602,1244,127759,0,0,0,10375,0,13751,0,1110,17366,12399,45389,69971
1997,3,5,0,2,18121,4402,1016,3358,11457,0,0,498,58,711,521,321,1055,1967,4101,3813,0,0,0
1997,4,9,2,2,27252,2041,905,7526,25679,858,88123,0,296,1603,4846,1064,0,0,0,20833,11979,28342,47802
1997,2,3,0,2,19833,6036,933,6474,22089,1787,183525,4230,494,0,3764,1127,1921,0,0,16404,0,28487,155038
1997,3,6,0,2,15563,2730,1707,5719,19513,476,48885,0,0,2058,3599,0,2935,0,0,12979,5323,17839,25723
1997,2,3,0,4,18739,6238,869,7705,26291,0,0,0,0,0,2638,1019,1829,4104,13108,4612,0,0,0
1997,4,9,2,2,23267,1175,1231,16391,55926,566,58128,4145,2702,4284,8327,2214,7637,0,0,39962,26668,11633,19827
1997,3,7,3,5,25910,2132,2628,9043,30855,0,0,0,0,0,7965,1297,7319,4695,3307,7569,0,0,0
1997,4,8,0,2,19181,1143,4119,18107,61780,186,19075,0,470,0,13670,1069,25999,0,0,22111,1762,8701,8612
1997,1,2,1,2,18936,6784,360,5343,18230,1060,108862,0,1874,2597,4808,0,0,0,0,13422,4625,23522,80715
1997,4,8,0,1,15289,5834,759,5322,18159,1048,107630,3181,0,0,2541,0,0,0,0,15618,6430,25210,75990
1997,2,3,0,4,18532,6673,545,5470,18664,301,30913,0,0,0,2241,1788,1365,5369,0,9689,0,0,30913
1997,1,2,0,2,17237,6474,401,2863,9769,643,66036,0,242,605,1936,0,1027,0,0,6806,5442,10190,50404
1997,2,3,0,2,30253,6862,535,2953,10076,817,83906,0,0,0,3161,0,0,0,0,6915,3492,11310,69104
1997,2,4,0,2,14064,5189,1273,41546,141753,0,0,5483,3576,0,13948,3534,18152,18997,39998,50658,0,0,0
1997,3,5,0,2,17321,2963,1187,8796,30011,980,100646,2589,0,0,3706,1426,7740,0,1054,17511,0,19327,81319
1997,1,2,0,3,22362,6552,347,6300,21496,1990,204373,2688,314,1197,2794,716,551,0,0,18151,0,30352,174021
1997,3,6,0,4,9684,3189,1259,6762,23072,0,0,0,0,0,2195,542,0,3708,13328,3841,0,0,0
1997,3,6,0,2,16284,2986,1642,13655,46591,535,54945,3960,0,3148,4182,3156,4348,12486,0,25575,0,0,54945
1997,1,2,0,3,14364,6224,479,11588,39538,820,84214,6238,392,0,4673,0,3313,11615,0,19937,4428,0,79786
1997,3,7,3,2,15978,1808,2629,12026,41033,415,42621,0,0,0,8276,0,15883,0,0,16874,4545,18727,19349
1997,1,2,1,5,12808,4785,967,2736,9334,688,70631,0,0,0,2745,0,811,0,0,5778,5590,21610,43431
1997,2,4,0,2,15199,4896,1284,11043,37679,1743,179006,3176,464,0,4268,746,15762,0,0,17649,0,19046,159960
1997,3,7,0,2,9307,1789,2352,2884,9840,836,85857,0,0,0,1828,0,2021,0,0,5991,10797,39363,35697
1997,3,6,0,4,18630,2539,1756,14079,48038,1128,115846,10195,0,0,16080,0,5380,0,0,26578,6800,20719,88327
1997,4,9,2,2,28092,2026,634,6647,22680,499,51247,1687,246,3211,1921,0,1001,0,5096,14662,11457,39790,0
1997,4,8,0,2,12231,6079,700,8714,29732,1045,107321,3551,2104,2447,1478,2096,0,0,0,28254,0,27011,80310
1997,2,4,0,2,19916,8289,552,8685,29633,1054,108246,4539,0,1255,3158,2904,0,0,992,25483,0,31856,76390
1997,3,5,0,2,15180,3267,1225,6918,23604,0,0,0,0,2347,3750,0,1748,7996,0,10110,0,0,0
1997,1,1,0,2,8956,5855,505,14043,47914,0,0,0,0,0,2631,0,0,6509,29400,9374,0,0,0
1997,4,9,2,2,24724,686,1883,5712,19489,360,36972,0,277,0,2514,0,4029,0,0,12946,9084,21453,6435
1997,3,5,0,2,16308,4318,1080,20878,71236,0,0,7876,0,2811,4312,3088,2150,12298,19413,33063,0,0,0
1997,1,1,0,2,13342,5784,745,5166,17626,11,1130,0,0,0,4080,0,3668,0,0,9878,1130,0,0
1997,4,9,2,2,22236,819,1986,2852,9731,291,29922,0,0,0,2421,0,0,0,0,7310,6919,15494,7509
1997,3,5,4,2,18930,338,3552,13034,44472,0,0,4409,277,3480,5761,1265,10489,6780,2064,19378,0,0,0
1997,2,4,0,2,13090,7409,522,4839,16511,697,71537,0,0,2966,3321,589,1703,0,0,11487,6275,14192,51070
1997,3,5,4,2,10544,375,3745,11990,40910,0,0,2339,0,0,3384,1100,6115,9255,1490,20666,0,0,0
1997,2,3,0,2,17926,6451,756,7520,25658,954,97980,0,2207,0,2817,0,2668,0,1011,19162,9159,24093,64728
1997,1,1,0,5,9291,5540,690,1778,6067,462,47494,0,0,0,1888,0,540,0,0,3639,5458,8607,33429
1997,2,3,0,2,22407,6389,788,9709,33127,1414,145218,0,0,2360,7980,1053,3081,0,0,22066,9457,21730,114031
1997,4,9,2,2,23267,1107,1308,14448,49297,850,87295,5619,4550,0,9953,3591,0,0,1678,37666,0,37207,50088
1997,1,2,0,4,9576,4922,1052,2728,9307,658,67608,0,0,0,2358,0,2959,0,0,3990,3793,15699,48116
1997,2,3,0,2,22689,7750,446,4248,14494,1135,116612,2073,0,0,2361,0,999,0,0,11134,0,21665,94947
1997,1,2,1,5,22240,4833,944,4115,14040,52,5340,1892,0,0,3969,0,0,0,0,10071,5340,0,0
1997,3,6,0,2,13714,2829,1682,8366,28545,618,63469,4133,0,0,3972,2363,3252,0,1234,20087,6756,23840,32873
1997,3,7,3,2,22566,3008,2116,16350,55786,0,0,0,294,3040,4258,1244,10631,7215,13707,19975,0,0,0
1997,2,3,0,2,22407,5999,967,7507,25614,1298,133305,0,0,0,4406,0,4506,0,0,16702,13906,32312,87087
1997,1,2,1,5,21641,6799,356,5174,17655,373,38295,0,2406,0,2475,2480,1535,0,0,13645,0,21557,16738
1997,1,2,0,2,17237,4855,1123,12579,42920,272,27934,5663,663,0,10998,0,2161,0,1692,28069,5344,22590,0
1997,3,6,0,1,12105,1603,2495,34295,117015,0,0,3900,0,2553,6421,5266,27213,22117,9250,52014,0,0,0
1997,3,6,0,2,19541,2716,1711,10599,36164,601,61723,5239,0,0,5050,0,5023,0,1564,24527,4402,16416,40905
1997,1,1,0,2,8400,6043,427,9776,33356,0,0,3370,0,0,1783,2571,0,10400,0,21173,0,0,0
1997,2,3,0,5,11114,7914,398,2454,8375,727,74646,0,0,0,4014,883,517,0,0,3844,0,23728,50918
1997,1,1,0,3,7467,5815,521,7141,24365,0,0,0,2565,0,2525,2661,949,0,0,20891,0,0,0
1997,2,4,0,2,12458,8398,659,10655,36355,0,0,4171,0,4474,5709,2374,1717,6192,0,22737,0,0,0
1997,2,3,0,2,16396,7768,395,4027,13740,0,0,2357,0,0,2039,0,0,3576,0,8125,0,0,0
1997,1,2,0,2,19120,5194,999,10310,35178,0,0,5064,1774,0,5319,725,4707,8705,0,16447,0,0,0
1997,3,5,0,2,22296,3370,1263,9586,32707,1059,108759,6310,2745,0,3097,0,5689,0,1012,22909,8264,37301,63194
1997,3,7,3,2,24623,1534,2683,8172,27883,709,72778,4043,0,2878,2471,0,3918,0,0,21494,8994,36665,27119
1997,1,1,0,5,12808,5738,758,3864,13185,0,0,0,0,0,3484,949,1368,0,0,8333,0,0,0
1997,3,5,4,2,15529,437,3323,29667,101224,0,0,6972,4545,8073,6802,1856,19553,11093,6399,57377,0,0,0
1997,2,3,0,2,17926,6440,761,4966,16944,2126,218340,0,0,0,4967,0,876,0,0,11101,17491,37118,163731
1997,2,3,0,2,19833,5515,765,13715,46796,1303,133818,6150,2155,3293,3786,0,3939,0,0,39071,9114,41199,83505
1997,3,7,3,2,15978,2256,2567,17481,59645,372,38204,3593,0,3890,6953,2616,15138,12084,1463,24007,0,0,38204
1997,4,9,2,2,21022,1925,1653,6613,22564,315,32351,0,1657,0,4717,0,3739,0,0,14108,5599,14972,11780
1997,2,4,0,2,20342,7583,458,3379,11529,987,101365,0,0,736,1852,0,504,0,0,9173,6514,25137,69714
1997,1,2,1,3,22895,4649,1063,2806,9574,60,6181,0,0,0,4022,0,0,0,0,5552,6181,0,0
1997,1,1,0,4,7379,5699,739,3981,13583,1794,184244,0,0,0,3406,0,0,0,0,10177,4749,18595,160900
1997,2,3,0,2,19833,8006,392,3873,13215,1251,128478,2816,0,0,2216,0,0,0,0,10999,5977,23986,98515
1997,4,8,0,3,6922,1415,3936,6352,21673,670,68809,0,0,0,5930,0,0,0,0,15743,9933,32698,26178
1997,3,7,3,2,19778,2639,2353,29264,99850,516,52971,5436,0,0,13556,5926,23125,0,0,63169,0,21718,31253
1997,1,1,0,2,11454,6182,629,3445,11754,0,0,0,0,0,3071,0,0,3697,0,4986,0,0,0
1997,1,2,1,5,17647,4899,867,3625,12369,13,1335,0,0,0,2644,0,1170,0,0,8555,1335,0,0
1997,2,3,0,1,22689,6283,891,3930,13409,620,63674,0,0,0,1674,0,1660,4907,0,5168,3400,0,60274
1997,2,4,0,2,12003,5362,1111,6684,22806,0,0,2448,287,2574,1454,700,4393,2763,0,14196,0,0,0
1997,2,3,0,2,18532,6894,466,6763,23075,797,81852,3707,0,0,4939,0,2628,0,0,15508,5277,20933,55642
1997,3,7,3,2,15978,2005,2692,11267,38443,537,55150,0,0,0,8858,1345,15500,0,0,14085,13823,14908,26419
1997,2,3,0,2,17001,6423,558,25350,86494,0,0,4019,3254,0,5072,1514,4019,15414,30071,31918,0,0,0
1997,3,7,3,5,14103,1371,2942,7934,27071,211,21639,0,0,0,4715,2121,7650,0,2097,12609,0,21639,0
1997,4,9,2,2,16677,936,1779,4625,15781,560,57512,2276,0,0,4988,0,0,0,0,10793,7247,29151,21114
1997,3,6,0,2,12105,3383,1372,21583,73641,0,0,3526,2854,5398,7295,2156,9008,14046,14207,29085,0,0,0
1997,4,9,0,5,16912,3908,472,6041,20612,0,0,3360,288,0,2566,463,0,4893,2923,10230,0,0,0
1997,3,7,3,5,43027,2958,2167,9900,33779,0,0,0,485,0,4217,1891,7626,5214,4380,12342,0,0,0
1997,3,5,4,5,47374,184,4139,14492,49447,0,0,0,617,0,7132,995,20738,9220,499,11858,0,0,0
1997,2,3,0,2,26472,7748,436,3869,13201,631,64804,0,411,0,2855,0,1096,0,0,9250,5318,10544,48942
