Survey Year,Census Region,Census Division,Four Largest States,Type of Home  (Respondent answer),The Final Weight,Heat Deg-Days: Base65 01 TO 12-2005 (Inoculated),Cool Deg-Days: Base65 01 TO 12-2005 (Inoculated),Kilowatt Hours Of Electricity Used,Electric Annual Use In Thousands of BTU,CCFS (Hundred Cubic Feet) Of Natural Gas,Natural Gas Annual Use In Thousands Of BTU,Electric Dryer Use (Estimated) in Thousands of BTU,Electric Dishwasher Use (Estimated) in Thousands of BTU,Electric Freezer Use (Estimated) in Thousands of BTU,Electric Refrigerator Use (Estimated) in Thousands of BTU,Electric AC Use (Estimated) in Thousands of BTU,Electric Water Heat Use (Estimated) in Thousands of BTU,Electric Space Heat Use (Estimated) in Thousands of BTU,Electric Appliance Use (Estimated) in Thousands of BTU,Natural Gas Appliance Use (Estimated) in Thousands of BTU,Natural Gas Water Heat Use (Estimated) in Thousands of BTU,Natural Gas Space Heat Use (Estimated) in Thousands of BTU
2005,2,3,0,2,30971.35536,7332,724,9955,33966,974,100225,0,638,0,6645,7241,0,0,20080,8670,31934,59621
2005,1,1,0,2,3323.507977,9030,257,7440,25385,999999,9999999,0,0,7056,2344,0,6725,0,16316,9999999,9999999,9999999
2005,3,6,0,2,19093.4045,4366,1276,14272,48696,999999,9999999,4576,0,10464,4184,0,9077,10166,25269,9999999,9999999,9999999
2005,1,2,1,2,26505.27441,4660,1820,11956,40794,877,90243,4385,732,0,4509,10764,0,0,25521,7300,25264,57679
2005,3,5,4,2,35445.08592,1079,3099,9785,33387,802,82526,2160,361,0,2970,14668,0,0,15749,0,52002,30524
2005,3,6,0,2,23774.60023,3392,2052,12094,41265,651,66988,6567,0,0,6752,14825,0,0,19688,0,18716,48272
2005,2,3,0,3,30640.45924,7062,810,9291,31701,1144,117718,0,675,5855,3441,5718,0,0,22542,7300,26890,83528
2005,4,9,2,2,24921.09689,1242,1713,6559,22379,343,35295,0,601,4112,1534,0,0,0,20845,10710,20634,3951
2005,2,3,0,2,30813.52697,5878,1022,6434,21953,75,7718,1134,0,2271,3233,785,3940,1194,12801,0,0,7718
2005,1,2,0,2,26340.58306,5242,1232,6416,21890,558,57376,0,495,3386,6971,1669,0,0,13250,3746,15383,38247
2005,1,1,0,2,12745.15672,6842,697,5729,19547,1376,141590,0,0,0,1495,0,0,2251,15801,3554,23622,114414
2005,1,1,0,2,18308.7403,6836,684,4103,13999,999999,9999999,0,0,0,1445,919,5220,0,6415,9999999,9999999,9999999
2005,2,4,0,2,22882.16256,4871,1572,8776,29944,999999,9999999,2316,0,3357,6110,4192,4593,1287,13762,9999999,9999999,9999999
2005,4,9,2,3,37566.67395,2331,815,3874,13218,327,33648,1695,0,0,1549,0,0,636,11033,0,19112,14536
2005,1,2,0,2,26641.8656,4582,1464,8541,29143,999999,9999999,1794,525,0,1408,5106,9700,0,12929,9999999,9999999,9999999
2005,1,2,1,2,26873.50248,6371,943,9852,33615,894,91993,6486,593,5150,1515,0,0,0,32100,4950,24800,62243
2005,4,9,2,2,21344.70111,2652,1333,11062,37744,1082,111338,2745,0,0,1985,9195,0,0,26564,0,47228,64110
2005,3,6,0,2,19093.4045,4421,1197,19654,67059,999999,9999999,3871,0,5611,6650,10710,11930,9503,28266,9999999,9999999,9999999
2005,4,9,2,4,19637.12502,758,1060,5328,18179,999999,9999999,0,0,0,3308,0,0,0,14871,9999999,9999999,9999999
2005,1,2,0,3,34073.76946,4428,1378,7215,24618,66,6816,1802,0,3610,5140,4409,0,0,15069,6816,0,0
2005,4,9,2,4,6242.418699,2037,1932,4608,15722,999999,9999999,1137,0,0,922,3143,3360,1975,6322,9999999,9999999,9999999
2005,4,9,0,2,25062.49199,7942,56,12036,41067,533,54846,2662,445,6088,7247,0,8758,0,25062,0,0,54846
2005,4,9,2,2,30035.59845,2388,103,5413,18469,401,41263,0,816,0,5021,0,0,0,13448,10221,16111,14931
2005,1,2,0,2,6183.086822,5636,801,4956,16910,885,91045,0,593,0,3476,4095,0,0,9339,10222,19727,61096
2005,1,1,0,4,24086.19398,6601,731,6389,21801,1251,128739,3465,579,5023,6039,1246,0,0,14516,3866,23761,101112
2005,4,8,0,2,25292.66418,1699,3352,9827,33530,409,42086,0,0,0,1529,17103,0,3415,11483,15715,26371,0
2005,4,9,0,2,22333.56085,4520,148,23547,80342,790,81304,5821,972,19964,15173,0,12685,3120,49364,8909,0,72395
2005,3,7,0,2,4170.185137,3293,2369,10038,34250,729,75014,3449,0,0,2798,14929,0,1564,14959,5613,20780,48621
2005,4,9,0,5,5889.205408,4523,163,2186,7459,46,4765,0,0,0,1584,0,0,3798,2077,0,4765,0
2005,1,2,0,2,28781.9054,5140,1251,12855,43861,972,99993,0,582,5049,5669,12123,0,0,26069,9117,33582,57294
2005,1,1,0,2,11185.78514,8009,383,11464,39115,999999,9999999,6638,607,0,2761,639,0,2566,33149,9999999,9999999,9999999
2005,1,1,0,5,4752.153216,5802,913,6022,20547,302,31076,3769,629,0,3446,3360,0,0,13741,2019,12411,16646
2005,1,2,0,5,38145.55254,4896,1342,4158,14187,1175,120893,0,0,0,3998,3591,0,0,6598,7453,37419,76021
2005,4,9,2,5,25955.15655,1365,699,4585,15644,34,3499,0,530,0,4921,1638,0,0,9085,954,1838,707
2005,4,8,0,2,25292.66418,3281,2360,17818,60795,1417,145809,3230,539,0,6642,14843,0,1451,37859,44559,46690,54560
2005,3,5,0,2,35162.43112,3086,1943,11883,40545,999999,9999999,5727,957,8302,11106,3864,0,0,25575,9999999,9999999,9999999
2005,2,3,0,4,27092.16821,5349,1445,9804,33451,1451,149289,4671,0,0,4573,8690,0,0,20188,10456,38712,100121
2005,3,5,4,2,34572.0663,386,3783,21208,72362,999999,9999999,4729,790,0,4862,29487,14594,3439,19980,9999999,9999999,9999999
2005,3,6,0,2,20428.68253,2981,2233,18753,63985,310,31899,4191,700,0,3183,17842,0,1832,41128,0,13750,18149
2005,3,5,0,4,4870.532911,4334,1597,4804,16390,838,86230,0,0,0,2384,6096,0,0,7910,4915,9347,71968
2005,4,9,0,2,24902.13802,3959,418,11685,39871,1317,135471,0,1103,0,6040,4494,0,3279,26058,20575,39599,75297
2005,3,5,0,2,30514.87018,3701,1613,9794,33417,999999,9999999,0,0,6142,6566,4505,8403,0,13943,9999999,9999999,9999999
2005,3,5,0,2,33304.0193,7056,193,11863,40477,23,2386,3961,662,4529,4471,1081,8633,0,26292,2386,0,0
2005,3,7,3,2,26016.25092,1592,2850,31533,107591,361,37147,5651,944,0,23587,42437,0,1768,39799,6180,21086,9881
2005,1,1,0,2,4493.904744,6216,813,5893,20108,999999,9999999,2976,497,0,6120,922,0,0,13066,9999999,9999999,9999999
2005,3,7,0,2,30031.8229,3257,2098,17126,58433,0,0,3493,583,5063,2653,12106,9811,6492,27371,0,0,0
2005,3,6,0,2,19271.29337,4040,1728,5826,19878,999999,9999999,0,240,2084,2340,3892,3133,4042,6471,9999999,9999999,9999999
2005,3,5,0,1,33868.1636,5625,674,23630,80626,999999,9999999,3673,0,0,6616,5125,19830,3787,45268,9999999,9999999,9999999
2005,3,5,4,2,34586.19274,464,3177,15765,53790,999999,9999999,4610,0,3660,4110,21205,5503,1546,21426,9999999,9999999,9999999
2005,1,2,0,2,31646.77098,5162,1164,8019,27361,1050,108045,0,490,3351,3014,7607,0,1666,15074,16818,32368,58859
2005,3,5,0,2,28486.3671,3682,1622,21075,71908,999999,9999999,6563,600,5211,4673,4268,15045,9395,38527,9999999,9999999,9999999
2005,3,6,0,2,31755.71757,1647,2541,14422,49208,508,52273,4219,705,6116,3051,18771,0,0,27386,4872,24459,22942
2005,3,5,0,2,30510.47678,2942,2400,18410,62815,999999,9999999,3378,0,0,5235,15403,9982,8374,23821,9999999,9999999,9999999
2005,4,9,2,2,25955.15655,1102,651,9632,32863,482,49611,0,0,0,4391,1132,0,0,27340,12395,23362,13854
2005,2,3,0,2,30571.85225,5931,1027,27029,92223,1176,121062,8700,796,0,11585,10086,19943,0,50609,0,0,121062
2005,3,6,0,2,3458.533631,5116,1302,26963,91998,999999,9999999,8254,0,0,8081,12677,25441,4691,41108,9999999,9999999,9999999
2005,1,1,0,2,14637.79737,6071,843,5859,19991,999999,9999999,4133,690,0,1851,1820,4413,0,11907,9999999,9999999,9999999
2005,1,2,0,2,28107.32949,5174,1230,17670,60290,1642,168962,5903,540,0,6489,5834,9965,0,38002,0,0,168962
2005,2,3,0,5,37701.842,5899,1221,7860,26818,352,36221,0,905,0,5306,8876,0,0,12636,0,9422,26799
2005,1,2,1,5,30842.50113,4781,1439,1420,4845,509,52376,0,0,0,832,1480,0,0,2533,11138,41238,0
2005,1,2,0,2,35426.86585,4697,1359,7485,25539,999999,9999999,4547,0,0,4451,2219,4855,0,14014,9999999,9999999,9999999
2005,2,4,0,2,27015.62856,6132,1114,9211,31428,639,65753,2313,677,4633,1729,5847,0,0,23852,3772,18497,43484
2005,4,9,2,2,22132.61678,2025,1979,19678,67141,866,89111,5879,982,0,12090,9451,0,0,45600,9878,42992,36241
2005,2,3,0,2,25504.18284,8179,545,9674,33008,999999,9999999,1469,430,2943,5088,1567,7608,0,18745,9999999,9999999,9999999
2005,1,1,0,2,14646.34822,5976,1184,12298,41961,1418,145912,2368,395,0,4030,7541,9910,0,20480,17791,0,128121
2005,2,4,0,2,22545.56181,7166,425,12472,42554,888,91375,4178,0,6056,3389,2184,0,7014,29967,5221,19330,66824
2005,4,9,0,2,25092.86957,5488,684,16915,57714,70,7177,0,730,4996,15668,3613,0,0,38433,7177,0,0
2005,3,5,4,5,40131.30798,132,4357,10525,35912,999999,9999999,0,0,0,3231,14917,8475,0,9289,9999999,9999999,9999999
2005,4,9,2,2,24261.81026,1223,1823,5838,19919,296,30451,2458,411,0,6054,3391,0,0,10474,4148,17034,9269
2005,1,1,0,2,11921.69206,6626,798,11437,39023,999999,9999999,3304,552,4790,5890,3113,7202,2140,20678,9999999,9999999,9999999
2005,3,5,0,3,4440.063625,4236,1677,19497,66524,830,85393,0,962,6587,4375,10247,17757,0,34145,14810,0,70583
2005,3,6,0,5,20589.49071,3551,1829,4878,16644,999999,9999999,0,400,0,2190,2633,3691,4598,3532,9999999,9999999,9999999
2005,3,5,0,2,38086.80564,3096,1752,13405,45738,999999,9999999,4421,738,0,3318,5706,6812,10225,19677,9999999,9999999,9999999
2005,2,4,0,3,24392.6872,5646,1371,8903,30377,417,42909,2818,471,3221,2897,5855,0,1678,19947,0,15981,26928
2005,2,3,0,2,31474.75433,5014,1305,22917,78193,999999,9999999,2347,687,5960,6372,10764,12673,16111,32273,9999999,9999999,9999999
2005,3,6,0,2,20461.21984,2065,2262,5786,19742,999999,9999999,1796,0,2603,1758,4099,3913,0,9972,9999999,9999999,9999999
2005,4,8,0,2,22742.43616,927,4436,21337,72802,374,38485,0,953,0,14880,32229,0,0,25693,11662,18821,8002
2005,4,9,2,2,31737.36248,621,1550,18252,62276,466,47951,0,599,0,3442,13021,0,3468,42345,21682,26269,0
2005,3,6,0,2,27601.00991,1453,2746,26577,90681,999999,9999999,4339,725,6290,7563,24917,13375,7235,37591,9999999,9999999,9999999
2005,4,8,0,1,27765.42265,6475,278,2253,7688,800,82320,0,0,0,2368,0,0,0,5320,11214,17678,53428
2005,1,1,0,5,4186.508172,6469,831,9938,33908,999999,9999999,0,0,0,5082,1016,5544,13782,8484,9999999,9999999,9999999
2005,3,7,3,2,31025.7254,1111,4111,22118,75467,237,24340,0,844,0,8216,37815,0,0,29436,6452,12429,5459
2005,3,6,0,2,18258.83621,5046,1311,38659,131905,756,77800,16168,1479,10124,3777,33052,0,5033,90043,0,24626,53174
2005,3,7,0,5,28772.34603,2579,2314,5338,18214,999999,9999999,0,0,0,2376,5136,2774,4699,3229,9999999,9999999,9999999
2005,2,4,0,2,4997.066542,6953,491,4081,13924,636,65444,2417,0,0,2210,431,5267,0,6016,5222,0,60222
2005,1,2,0,2,6236.11573,4705,1385,8562,29214,999999,9999999,3906,652,5662,6357,6033,0,0,16824,9999999,9999999,9999999
2005,2,3,0,1,22815.51595,7317,788,8018,27357,1005,103415,0,0,0,4956,2844,0,0,19557,6588,28082,68745
2005,3,5,0,2,27504.07858,3222,1335,16059,54794,999999,9999999,3474,1016,0,4621,3174,12070,13690,21239,9999999,9999999,9999999
2005,2,3,0,2,32170.55988,7210,810,7972,27200,521,53611,5644,943,0,2529,6462,0,0,18209,0,10580,43031
2005,3,5,0,2,31433.23266,3271,1589,21873,74631,999999,9999999,4651,777,0,4782,15290,13063,9239,32257,9999999,9999999,9999999
2005,2,3,0,2,25059.85657,7821,646,8090,27603,964,99196,0,0,4595,2292,1833,6287,0,17191,0,0,99196
2005,3,7,0,2,27204.92518,1554,2969,11350,38726,999999,9999999,2669,0,3051,2003,11325,6199,828,18371,9999999,9999999,9999999
2005,3,7,3,2,28252.94115,2082,2961,12851,43848,463,47643,0,658,0,6863,23166,0,0,13819,10478,20186,16979
2005,4,9,2,2,28691.24448,2609,1542,28786,98218,999999,9999999,2747,804,5503,7756,19408,0,12937,58117,9999999,9999999,9999999
2005,2,3,0,2,28333.53711,6048,1175,5761,19657,1589,163508,0,448,0,6157,5477,0,0,8023,22373,36106,105029
2005,3,5,0,5,35789.57567,4073,1799,7167,24455,999999,9999999,0,0,0,2478,2876,5517,6033,7551,9999999,9999999,9999999
2005,3,7,3,2,26016.25092,1549,2967,14800,50498,414,42601,3167,529,0,4117,18453,0,0,27928,6181,24872,11548
2005,2,3,0,2,30971.35536,7007,564,17527,59802,634,65239,0,967,6616,14022,4625,0,3800,37355,8122,18015,39102
2005,4,9,2,2,28691.24448,2535,1647,19319,65916,301,30973,3604,602,0,9017,12286,0,12496,32117,0,30973,0
2005,2,4,0,2,27015.62856,5800,1335,8540,29138,816,83966,0,517,0,2638,7388,0,0,19112,3128,28806,52032
2005,1,2,0,3,5288.412798,4966,1306,4315,14723,762,78424,0,441,0,2142,4780,0,0,7801,0,18361,60063
2005,2,3,0,2,37701.842,5971,1190,13875,47342,930,95697,0,472,0,5346,6111,0,0,35885,14161,31332,50204
2005,3,6,0,1,23372.62271,3360,1879,16176,55193,999999,9999999,5755,961,8343,5262,7086,8869,2649,31327,9999999,9999999,9999999
2005,4,8,0,2,20160.6027,4644,941,7015,23936,491,50565,2651,443,3843,4109,0,0,1401,18426,0,18887,31678
2005,3,5,0,2,29248.47633,3291,1550,11402,38904,910,93639,0,534,0,8162,10246,0,0,20496,9934,31528,52177
2005,2,3,0,2,43872.59316,5973,1193,8523,29080,1313,135108,0,0,0,3254,4969,0,0,20857,14368,34054,86686
2005,4,8,0,2,22796.9892,1422,3132,4957,16913,283,29121,3009,0,0,3094,0,0,0,13819,0,18598,10523
2005,4,9,0,2,21532.45925,5923,491,9234,31507,619,63701,0,576,3944,5725,940,6842,0,18000,5817,0,57884
2005,4,9,2,2,21344.70111,2646,1348,20945,71464,1007,103620,4287,716,0,11521,14667,0,0,45276,28189,38903,36528
2005,4,9,2,2,24261.81026,4675,397,20518,70007,991,101996,0,0,6649,10949,1836,0,6253,50969,10161,29824,62011
2005,3,5,4,2,36752.87441,265,4027,13873,47336,999999,9999999,2969,496,0,2714,20086,6470,992,17074,9999999,9999999,9999999
2005,4,9,0,2,8236.705814,9589,31,6297,21485,1551,159616,0,547,4743,2992,0,7131,0,11362,15483,0,144133
2005,2,4,0,3,6398.326176,4692,1630,4015,13700,993,102180,0,0,0,2580,3926,0,0,7194,15219,23991,62970
2005,3,5,0,2,30484.81616,2828,1709,25453,86846,999999,9999999,4480,748,5122,7292,16395,13827,11228,38104,9999999,9999999,9999999
2005,3,7,3,2,30598.54152,1760,3684,26507,90442,999999,9999999,3191,533,4626,5194,28136,17058,3668,36386,9999999,9999999,9999999
2005,3,7,3,5,30598.54152,2037,2462,15691,53539,999999,9999999,3839,0,0,3270,14812,11345,6811,17301,9999999,9999999,9999999
2005,3,5,0,2,42424.01939,3114,1852,9560,32619,475,48886,3316,554,0,5780,10951,5110,0,10778,0,0,48886
2005,1,2,1,5,26505.27441,4743,1680,7515,25641,1032,106193,3128,522,0,2262,4483,0,0,18896,10394,38481,57318
2005,4,9,2,2,27830.08381,1876,2292,8787,29981,288,29635,5148,471,0,2141,5047,0,0,22793,0,24248,5387
2005,3,5,0,2,30293.06477,3106,1878,13668,46635,445,45791,4075,681,0,1826,15236,0,4487,25086,5216,19312,21263
2005,1,2,0,2,30307.03354,5686,764,18787,64102,857,88178,5304,886,6064,6525,6414,14899,0,36264,0,0,88178
2005,3,7,3,2,29605.97544,2375,2334,10160,34665,411,42292,3875,647,0,3794,12017,0,1492,17362,0,20801,21491
2005,3,6,0,2,26387.97692,4440,1170,4187,14286,393,40440,2404,0,0,1826,4783,0,0,7677,0,13092,27348
2005,4,9,0,2,24134.42411,4864,595,16142,55077,999999,9999999,0,567,3881,3104,6272,7884,12514,25303,9999999,9999999,9999999
2005,2,3,0,2,28333.53711,5946,1200,4298,14666,442,45486,2250,376,0,1008,5063,0,0,8595,2638,10832,32016
2005,1,2,1,2,5030.040304,4838,1522,7786,26566,832,85613,0,636,0,6196,5120,0,0,15250,5708,23445,56460
2005,3,5,0,5,26360.58568,4150,928,12016,40999,340,34972,6473,1081,0,6337,6467,0,0,28195,0,18146,16826
2005,4,9,2,1,21344.70111,946,654,2742,9357,49,5062,0,0,0,2779,0,0,0,6578,5062,0,0
2005,3,6,0,2,18258.83621,5164,1297,7081,24159,355,36541,0,0,0,3975,2653,8850,0,8681,0,0,36541
2005,3,5,0,2,30293.06477,3043,2089,11076,37791,545,56081,2939,491,4261,2823,11384,0,0,23584,6198,22946,26937
2005,3,7,3,2,28252.94115,2042,3068,26844,91592,881,90655,2294,671,0,9461,32606,0,0,49525,8479,41573,40603
2005,4,9,2,3,21344.70111,1902,1547,10302,35150,240,24696,3064,512,4442,1373,3369,0,4793,25615,0,16832,7864
2005,3,5,4,2,36752.87441,248,3792,25137,85766,304,31287,4322,722,0,3506,26169,11535,2240,42316,31287,0,0
2005,4,8,0,2,27241.63668,5531,777,13536,46185,530,54537,5202,869,5947,3950,4357,0,0,37878,1663,15632,37242
2005,1,2,0,4,30199.03548,4757,1455,4042,13791,606,62357,1552,0,0,952,2201,0,0,10638,4532,15685,42140
2005,4,8,0,3,26645.11559,5519,786,10798,36843,427,43936,9048,828,0,4020,5677,0,0,27146,0,20504,23432
2005,1,2,1,1,38055.16085,6633,878,1747,5961,384,39514,0,384,0,982,1159,0,0,3820,7294,0,32220
2005,4,9,2,2,25955.15655,1728,1379,14886,50791,1247,128316,0,481,0,6873,10745,0,0,33173,52495,54463,21358
2005,2,4,0,3,29363.70849,5968,1287,3454,11785,435,44762,1568,0,0,1535,945,0,4256,5049,0,44762,0
2005,4,9,0,2,27815.72879,4596,325,22937,78260,304,31282,4694,784,0,2002,1866,13183,10948,50261,31282,0,0
2005,4,9,2,2,37566.67395,2056,86,6822,23277,628,64621,4416,738,0,1979,0,0,0,21298,6912,33890,23819
2005,3,7,0,5,41828.69136,3250,2040,11675,39835,999999,9999999,0,737,0,4321,9163,6803,8438,11110,9999999,9999999,9999999
2005,3,5,0,2,31311.28664,5103,1175,9742,33240,999999,9999999,0,0,7456,2476,6161,0,0,24603,9999999,9999999,9999999
2005,2,4,0,2,23816.75628,4193,1906,11522,39313,325,33443,3195,0,0,5568,10122,6963,0,16660,0,0,33443
2005,2,4,0,2,24239.04164,4519,1436,10997,37522,999999,9999999,3448,576,0,0,3914,13032,1807,18769,9999999,9999999,9999999
2005,2,3,0,5,6168.068267,6960,584,18645,63617,999999,9999999,4973,831,0,4034,1440,17740,15809,24594,9999999,9999999,9999999
2005,1,1,0,2,17489.41788,7080,662,10723,36587,999999,9999999,3159,528,4579,2888,923,8431,0,24345,9999999,9999999,9999999
2005,1,1,0,1,15835.20007,7156,678,2419,8254,833,85716,0,0,0,2390,0,0,0,5864,10405,16792,58519
2005,3,5,0,2,34246.71977,4209,1718,8584,29289,999999,9999999,0,592,5138,2875,10366,0,0,16048,9999999,9999999,9999999
2005,3,7,0,2,23991.94426,3394,1920,21424,73099,938,96520,4762,795,0,7751,20850,0,0,44498,11323,43026,42171
2005,1,2,0,2,22736.17251,5825,978,32440,110685,999999,9999999,6025,1006,0,18536,7260,13131,19329,52429,9999999,9999999,9999999
2005,4,9,2,2,31513.45668,2717,1159,6611,22557,493,50730,0,512,3504,2611,3501,0,1238,15207,12155,38575,0
2005,2,4,0,2,22407.77695,7239,402,11619,39644,999999,9999999,3567,596,4079,8786,1668,0,2371,26819,9999999,9999999,9999999
2005,3,7,0,2,25254.67817,3651,2072,21674,73951,540,55564,6205,1036,0,5959,26180,0,0,41812,0,25607,29957
2005,2,4,0,2,26330.60119,7363,706,35532,121235,765,78719,12460,1140,0,18125,4753,30998,0,67359,0,0,78719
2005,3,7,3,2,25500.61351,1073,2679,18603,63473,790,81240,0,0,0,2346,29014,0,3351,28762,23090,38499,19651
2005,3,7,3,2,25714.90438,2188,2739,10510,35860,292,30047,0,0,0,4522,18098,0,0,13240,0,15497,14550
2005,4,9,2,5,24273.85086,1222,1135,7898,26948,206,21197,0,0,0,3310,6895,0,4627,12116,7305,13892,0
2005,3,5,0,5,26053.74058,2110,2332,9060,30913,999999,9999999,2291,383,0,2243,9063,4543,3965,11099,9999999,9999999,9999999
2005,3,6,0,3,2758.837595,3463,1823,15112,51562,502,51656,7540,0,0,6853,12074,11024,0,21611,0,0,51656
2005,3,6,0,2,22977.31132,1496,2635,28822,98341,190,19551,4807,803,5496,9648,33468,0,3760,51465,3312,16239,0
2005,3,5,0,2,30484.81616,2382,2222,26560,90624,999999,9999999,5826,0,4625,7889,16732,10995,5874,49134,9999999,9999999,9999999
2005,3,7,0,2,67561.71603,1315,3107,9337,31859,301,30950,3150,526,0,2555,15447,0,0,13857,2946,18109,9895
2005,2,3,0,2,30185.84401,5287,1318,8131,27743,1271,130786,0,0,3923,5643,3037,0,0,19063,3340,22200,105246
2005,4,9,2,1,28427.06576,2626,1781,5493,18742,999999,9999999,3481,581,0,1485,0,0,0,17257,9999999,9999999,9999999
2005,3,6,0,2,18695.0935,4332,1327,16107,54957,999999,9999999,3932,0,4495,2843,8612,13110,2049,28343,9999999,9999999,9999999
2005,4,9,2,2,24921.09689,1204,1933,14239,48582,343,35324,1883,551,4782,3392,14319,0,915,29956,0,20604,14720
2005,1,2,0,3,24849.05499,6150,828,10644,36317,999999,9999999,3379,564,3863,6049,5382,0,0,24886,9999999,9999999,9999999
2005,4,8,0,2,23269.25104,1158,3509,10076,34379,219,22535,2222,0,0,1803,16255,0,3210,13111,3775,15505,3255
2005,4,9,0,2,13438.94868,16,4423,8126,27726,999999,9999999,0,0,0,3958,0,13732,0,10036,9999999,9999999,9999999
2005,1,2,0,5,37922.43978,5753,985,3736,12749,435,44808,0,0,0,3449,2777,0,0,6523,0,5985,38823
2005,4,9,2,2,27042.03359,1978,1236,13219,45104,613,63078,0,729,0,1862,12216,0,0,31026,14090,27118,21870
2005,1,2,0,3,25721.82241,4847,1270,8379,28590,697,71732,3103,518,0,1324,8260,0,4293,14713,4643,22763,44326
2005,1,1,0,5,20165.36175,5658,949,1393,4751,999999,9999999,0,0,0,955,880,0,0,2916,9999999,9999999,9999999
2005,2,3,0,2,34076.43936,5249,1321,9269,31626,408,41983,3933,657,0,3191,7472,6061,0,14902,0,0,41983
2005,4,9,2,2,26007.69735,2286,1080,2754,9397,568,58447,0,0,0,1926,0,0,0,7471,11577,18684,28186
2005,2,3,0,2,43872.59316,6052,1150,4233,14443,1514,155742,0,286,1960,1302,925,0,0,12216,25954,49883,79905
2005,3,5,4,2,34586.19274,1285,2219,11137,37999,999999,9999999,2800,468,0,2272,12275,7866,1863,13723,9999999,9999999,9999999
2005,4,9,2,5,23803.02186,890,991,4525,15439,83,8541,3139,0,0,1339,0,0,3670,10430,1816,6725,0
2005,4,9,2,5,24273.85086,1115,797,1258,4292,52,5351,0,0,0,1357,779,0,0,2156,1844,3507,0
2005,4,9,2,5,36348.98195,1704,1420,3106,10598,390,40131,0,0,0,1872,2162,0,0,6564,11838,18660,9633
2005,4,9,2,5,24273.85086,1223,1133,3059,10437,53,5454,0,0,0,933,2684,0,2451,4369,1880,3574,0
2005,1,2,1,4,33297.84104,6681,847,5195,17725,999999,9999999,0,400,0,1942,1210,3689,6499,4385,9999999,9999999,9999999
2005,3,6,0,2,20428.68253,3069,2172,31776,108420,1662,171020,4605,1347,0,19026,17806,0,0,71588,0,72427,98593
2005,3,5,4,2,41890.04624,385,3792,7587,25887,999999,9999999,2912,0,0,4832,8075,3110,1116,8754,9999999,9999999,9999999
2005,3,5,0,2,28195.31865,1925,2764,20217,68980,999999,9999999,3219,516,3532,4461,16660,11019,5520,31320,9999999,9999999,9999999
2005,1,2,1,5,5030.040304,4682,1575,6013,20516,60,6174,0,0,0,4444,0,0,9854,6218,6174,0,0
2005,1,2,0,3,5525.703006,4112,2107,3333,11372,944,97188,0,0,0,1660,4364,0,0,5348,4426,22220,70542
2005,3,5,4,5,40131.30798,119,4429,22342,76232,999999,9999999,5134,857,0,4694,30197,15173,2197,23971,9999999,9999999,9999999
2005,2,4,0,2,23816.75628,4414,1472,14440,49269,862,88700,2359,394,6838,5701,10382,0,0,33186,0,35534,53166
2005,1,2,1,3,4679.780079,6676,828,6839,23335,1080,111132,5225,0,0,1282,0,0,0,22053,0,33922,77210
2005,3,5,0,5,26711.66332,2716,1888,19639,67008,999999,9999999,4133,690,4726,1852,13033,12636,8649,30838,9999999,9999999,9999999
2005,1,2,0,2,30307.03354,5597,830,10499,35823,1133,116586,5070,847,0,7964,6405,0,0,21454,0,33069,83517
2005,1,1,0,2,13303.09447,9262,226,5870,20028,999999,9999999,2683,0,0,2037,0,0,0,17991,9999999,9999999,9999999
2005,1,2,0,3,47718.71936,4087,2129,2100,7164,999999,9999999,0,0,0,2787,0,0,0,4377,9999999,9999999,9999999
2005,4,9,2,2,21344.70111,1005,613,4978,16985,245,25211,0,0,0,2993,0,0,0,13992,7156,13628,4427
2005,1,2,1,2,37635.08245,6768,835,2721,9284,802,82526,0,0,0,2311,935,0,0,6038,6709,15416,60401
2005,3,7,0,2,27419.36487,1525,3049,16518,56361,537,55286,6908,0,5485,5464,18812,0,0,32085,5840,27614,21832
2005,4,8,0,2,26630.86059,6549,266,3088,10536,762,78410,1109,0,0,3677,0,2937,0,3922,0,0,78410
2005,4,9,2,2,30196.22525,1227,1799,7440,25385,393,40440,0,0,0,3444,8845,0,0,13096,7421,17052,15967
2005,4,9,0,5,23311.9099,4685,892,6253,21335,999999,9999999,0,362,0,2231,2425,5790,4774,6115,9999999,9999999,9999999
2005,2,3,0,5,29553.20306,5949,1174,5040,17196,584,60094,0,0,0,2174,1876,8556,0,4590,6403,0,53691
2005,1,2,1,5,30842.50113,4756,1456,4413,15057,7,720,0,0,0,2964,6551,0,0,5542,720,0,0
2005,4,8,0,3,19569.96458,7271,316,11097,37863,655,67400,3604,602,4121,6824,1662,0,2428,26949,0,17924,49476
2005,3,7,3,2,26362.74261,1928,3034,21308,72703,999999,9999999,7185,657,4499,3598,19051,12146,7987,29921,9999999,9999999,9999999
2005,1,2,0,2,28107.32949,5050,1747,6273,21403,1638,168550,0,0,0,4668,4430,0,0,12305,17515,33011,118024
2005,3,7,0,2,23991.94426,3726,1947,16371,55858,662,68120,3822,0,5540,4731,13102,0,0,38025,5490,20326,42304
2005,2,3,0,2,30001.36636,5817,1136,19071,65069,999999,9999999,9019,825,0,3970,7304,13185,2945,37665,9999999,9999999,9999999
